"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"COMPARATIVE LITERATURE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","",""
"201
Intro Pre-Modern Literature","001","21","3.786","71.4","23.8",".",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"202
Intro to Mod & Contemp Lit","001","58","3.371","31.0","34.5","25.9","5.2",".","1.7","1.7",".",".",".",".",".",".",".",".","."
"203","001","107","3.556","53.3","29.0","10.3","1.9","2.8",".","2.8",".",".",".",".",".",".",".",".","."
"203","002","20","3.300","10.0","40.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Cross-Cultrl Lit Form","Course Total","127","3.516","46.5","30.7","16.5","1.6","2.4",".","2.4",".",".",".",".",".",".",".",".","."
"350
Problms in Comp Lit & Cultures","001","20","3.763","55.0","35.0","5.0",".",".",".",".","5.0",".",".",".",".",".",".",".","."
"370
Comp Prob in Periods & Movemnt","001","10","3.700","50.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"466
Literature , Media, the Arts","001","19","3.658","57.9","26.3","5.3","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"475","001","9","3.667","44.4","44.4","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"475","002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Poetics and Literary Theory","Course Total","14","3.750","57.1","35.7","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"500
Compar In & Beyond Compar Lit","002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","4","***","","","","","","","","","","","","","","","",""
"770
Comp Prob in Periods & Movemnt","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"771
Literary Criticism","001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"966
Smr-Literature, Media,the Arts","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","003","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","008","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","13","",".",".",".",".",".",".",".","84.6",".",".",".","15.4",".",".",".","."
