"","403
002","7","3.714","57.1","28.6","14.3",".",".",".",".","",".",".","",".",".","",".","",".",".",".","."
"Global Issues in Management","Course Total","14","3.679","50.0","35.7","14.3",".",".",".",".","",".","",".",".","",".","",".",".",".",".","."
"Global Marketing Strategy","420
001","7","3.643","42.9","42.9","14.3",".",".",".",".","",".",".","",".",".","",".","",".",".",".","."
"Multinational Bus Finance","445
001","6","3.667","83.3",".",".",".","16.7",".",".",".","",".","",".",".","",".","",".",".",".","."
"INTL BUS
235","Dept. Total","492","3.384","55.5","22.2","10.4","5.7","3.3","1.6","1.2","",".","",".",".","",".","",".","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"235
INTL BUS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","5","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Sophomore","","39","2.897","12.8","33.3","23.1","12.8","7.7","5.1","5.1","",".","",".",".","",".","",".",".",".",".","."
"Junior","","202","3.448","63.9","18.3","9.4","3.5","3.5","0.5","1.0","",".","",".",".","",".","",".",".",".",".","."
"Senior","","214","3.461","56.5","22.9","9.3","6.5","2.8","0.9","0.5","",".","",".",".","",".","",".","0.5",".",".","."
"Undergraduates","","460","3.374","55.9","21.5","10.4","5.9","3.5","1.5","1.1","",".","",".",".","",".","",".","0.2",".",".","."
"Special","","32","3.484","50.0","31.3","9.4","3.1",".","3.1","3.1","",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","492","3.384","55.5","22.2","10.4","5.7","3.3","1.6","1.2","",".","",".",".","",".","",".","0.2",".",".","."
