"ALS","","","","","","","","","","","","","","","","","","","","",""
"","AGRICULTURAL AND APPLIED E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","","GPA","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","","","",""
"Intro to Agr & Applied Econ","215","001","","91","2.978","12.1","17.6","44.0","11.0","11.0","3.3",".",".",".",".",".",".",".",".","1.1","."
"Climate Change Econ & Policy","246","001","","46","3.391","52.2","10.9","21.7","6.5","4.3","2.2","2.2",".",".",".",".",".",".",".",".","."
"The Real Estate Process","306","001","","13","2.654","7.7","23.1","15.4","15.4","30.8","7.7",".",".",".",".",".",".",".",".",".","."
"Farming Systems Management","320","001","","62","3.145","27.4","27.4","21.0","4.8","16.1","1.6","1.6",".",".",".",".",".",".",".",".","."
"Cooperatives","323","001","","18","3.528","50.0","33.3",".","5.6","11.1",".",".",".",".",".",".",".",".",".",".","."
"Issues in Food Systems","340","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Environmental Economics","343","001","","34","3.032","14.7","17.6","38.2","11.8","8.8","2.9",".",".",".",".",".",".",".","2.9","2.9","."
"Growth&Develpmt Global Econ","374","001","","35","3.443","34.3","37.1","20.0","5.7",".","2.9",".",".",".",".",".",".",".",".",".","."
"Special Topics","375","003","","21","3.342","23.8","38.1","14.3","4.8","9.5",".",".","4.8",".",".",".",".",".","4.8",".","."
"","399","079","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Coord Intrnshp/Cooprtv Educ","","Course Total","","4","***","","","","","","","","","","","","","","","",""
"Agricultural Finance","419","001","","61","3.664","78.7","8.2","3.3",".","4.9","3.3","1.6",".",".",".",".",".",".",".",".","."
"Economic Decision Analysis","421","001","","25","2.477","16.0",".","4.0","36.0","20.0","12.0",".","4.0",".",".",".",".","4.0","4.0",".","."
"Econ Grwth&Devlpmnt-SE Asia","473","001","","24","3.417","50.0","12.5","16.7","12.5","8.3",".",".",".",".",".",".",".",".",".",".","."
"Agri & Econ Development-Africa","477","001","","9","3.688","55.6","22.2",".","11.1",".",".",".","11.1",".",".",".",".",".",".",".","."
"Quant Mthds-Ag & Appl Econ","526","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Intellectual Property Rights","540","001","","7","3.143","14.3","28.6","28.6","28.6",".",".",".",".",".",".",".",".",".",".",".","."
"Energy Markets","561","001","","13","3.375","23.1","23.1","46.2",".",".",".",".",".",".",".",".",".",".",".","7.7","."
"Applied Microeconomic Thry","635","001","","12","3.682","41.7","41.7","8.3",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"Applied Econometric Anal I","636","001","","28","3.661","64.3","14.3","10.7","10.7",".",".",".",".",".",".",".",".",".",".",".","."
"","699","080","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","098","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","","Course Total","","4","***","","","","","","","","","","","","","","","",""
"Development Economics 2","731","001","","11","",".",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".","."
"Agricultural Economics 1","746","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Envir & Resource Econ 2","762","001","","6","4.000","66.7",".",".",".",".",".",".",".",".",".",".",".","33.3",".",".","."
"Resource/Engy Demand Analysis","771","001","","10","3.550","40.0","30.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pract:Ag&Appl Econ Teaching","799","089","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","875","001","","10","3.900","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","875","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics","","Course Total","","15","3.900","86.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Benefit-Cost Analysis","881","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","073","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","079","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","080","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990","082","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","088","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"February 06, 2017","","","","","","","","","","","","","","","","","","","","","Page 1 of 423"
