"ENGLISH","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","","",""
"576
Survey: Theories of Drama","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"672
Selected Topics:Afro-Am Lit","001","","14","3.385","21.4","35.7","28.6","7.1",".",".",".",".",".",".",".",".","7.1",".",".","."
"680
Honors Project","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","094","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sr Honors Thesis in Major","Course Total","","2","***","","","","","","","","","","","","","","","",""
"695
Directed Creative Writing","114","","18","3.889","88.9",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","098","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","114","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","122","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","9","3.938","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"700
Intro-Composition Studies","001","","15","4.000","93.3",".",".",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"706
Special Topics-Compositn Thry","001","","14","3.962","85.7","7.1",".",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"781
Graduate Fiction Workshop","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"782
Graduate Poetry Workshop","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"783
Creative Writing Pedagogy Smr","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"785","005","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"785","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"785","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"MFA Thesis","Course Total","","11","4.000","90.9",".",".",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"790","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","002","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Proseminar-Teaching of Writing","Course Total","","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"795
One-credit Seminar","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","065","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","111","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","114","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","6","3.885","66.7","16.7",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"800
Critical Methods in Lit","001","","11","3.950","81.8","9.1",".",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"803
Topics in Medieval Literature","001","","10","3.667","40.0","40.0","10.0",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"804
Topics in Early Modern Lit","004","","7","3.917","71.4","14.3",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"807
Topics in Victorian Literature","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"808
Topics in Modernism","001","","14","3.846","64.3","28.6",".",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"990","010","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","019","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","022","","6","",".",".",".",".",".",".",".","33.3",".",".",".","66.7",".",".",".","."
"990","025","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"February 06, 2017","","","","","","","","","","","","","","","","","","","Page 219 of 423",""
