"990","083
1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","089
1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","091
1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total
35","",".",".","",".",".","",".","",".","",".","97.1","",".",".",".","2.9",".",".",".","."
"M&ENVTOX
362","78
Dept. Total","3.893","10.3","2.6","",".",".","",".","",".","",".","85.9","",".",".",".","1.3",".",".",".","."
"Summary by Level","#","Ave","A","AB","B","","BC","C","","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"362
M&ENVTOX","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Senior","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduates","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Graduate","75","3.842","6.7","2.7","",".",".","",".","",".","",".","89.3","",".",".",".","1.3",".",".",".","."
"Prof Yr 4","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total
78","3.893","10.3","2.6","",".",".","",".","",".","",".","85.9","",".",".",".","1.3",".",".",".","."
