"TERM : 1172","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2016-2017","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","3525","3.603","59.5","16.1","13.6","4.2","2.6","0.4","0.1","1.8","",".","1.4","",".","0.0","0.1","0.0","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","63","2.960","33.3","15.9","11.1","14.3","12.7","12.7",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","51","3.255","39.2","15.7","25.5","3.9","11.8","3.9",".",".","",".",".","",".",".",".",".",".","."
"Junior","","121","3.512","52.1","18.2","17.4","6.6","5.8",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","","170","3.547","52.4","20.0","18.2","3.5","4.7","1.2",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","405","3.437","47.7","18.3","17.8","6.2","7.2","3.0",".",".","",".",".","",".",".",".",".",".","."
"Special","","12","3.410","41.7","16.7","16.7","8.3",".",".",".",".","",".","8.3","",".",".",".",".","8.3","."
"Graduate","","219","3.835","42.0","6.4","2.3","0.5",".",".",".","25.6","",".","21.9","",".","0.5",".",".","0.9","."
"Prof Yr 1","","759","3.676","73.0","12.1","10.3","2.9","1.7",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 2","","913","3.425","54.7","15.9","18.1","7.9","3.3","0.1","0.1",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","1086","3.600","53.0","17.6","13.1","2.3","1.8",".","0.1","0.6","",".",".","",".","11.3",".","0.1",".","."
"Prof Yr 4","","254","3.804","70.9","19.3","6.7","1.2",".","0.4",".",".","",".",".","",".",".","1.6",".",".","."
"Professionals","","3012","3.619","60.1","15.8","13.3","4.1","2.1","0.1","0.1","0.2","",".",".","",".","4.1","0.1","0.0",".","."
"","College Total","3648","3.603","57.5","15.5","13.2","4.1","2.5","0.4","0.1","1.7","",".","1.3","",".","3.4","0.1","0.0","0.1","."
