"TERM : 1172","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar",""
"Fall 2016-2017","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","",""
"MEDIEVAL STUDIES","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","",""
"Crusades: Christianity & Islam","309
001
1","***","","","","","","","","","",".",".",".",".",".",".   
."
"Celtic-Scand Cultrl Interrelat","446
001
1","***","","","","","","","","","",".",".",".",".",".",".   
."
"Old English","520
001
1","***","","","","","","","","","",".",".",".",".",".",".   
."
"MEDIEVAL
633","3
Dept. Total","***","","","","","","","","","",".",".",".",".",".",".  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","",""
"Junior","2","***","","","","","","","","","",".",".",".",".",".",".  
."
"Senior","1","***","","","","","","","","","",".",".",".",".",".",".  
."
"Undergraduates","3","***","","","","","","","","","",".",".",".",".",".",".  
."
"","Dept. Total
3","***","","","","","","","","","",".",".",".",".",".",".  
."
"February 06, 2017","","","","","","","","","","","","","","","","","Page 275 of 423"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.","","","","","","","","","","","","","","","","",""
