"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDUCATIONAL POLICY STUDIES Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","",""
"150","001","76","3.740","68.4","21.1","5.3","1.3","1.3",".","1.3",".",".",".",".",".","1.3",".",".","."
"150","002","29","3.828","79.3","6.9","13.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Education and Public Policy","Course Total","105","3.764","71.4","17.1","7.6","1.0","1.0",".","1.0",".",".",".",".",".","1.0",".",".","."
"200
Race,Ethnicty&Inequal-Am Ed","001","18","3.639","44.4","38.9","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"210
Youth, Education, and Society","001","18","3.794","66.7","16.7","11.1",".",".",".",".",".",".",".",".",".","5.6",".",".","."
"300","001","32","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"300","002","30","3.917","86.7","10.0","3.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"300","003","30","3.950","93.3","3.3","3.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"300","004","20","3.750","70.0","15.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"School and Society","Course Total","112","3.902","85.7","9.8","3.6","0.9",".",".",".",".",".",".",".",".",".",".",".","."
"335
Globalization and Education","001","22","3.886","77.3","22.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"340
Comparative Education","001","22","3.789","59.1","18.2","9.1",".",".",".",".","4.5",".",".",".",".","9.1",".",".","."
"399
Independent Reading","014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"412
History-American Education","001","64","3.635","45.3","35.9","15.6","1.6",".",".",".",".",".",".",".",".","1.6",".",".","."
"460
Immigration Education Equity","001","36","3.743","50.0","44.4","2.8",".",".",".",".",".",".",".",".",".","2.8",".",".","."
"505
Issues in Urban Education","001","23","3.870","78.3","17.4","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"648
Sociology of Education","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699
Independent Reading","010","3","***","","","","","","","","","",".",".",".",".",".",".","."
"701
Intro to Ed Policy Studies","001","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"719
Intro to Qualitative Research","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"760
Ed in Develop Societies","001","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"780
Special Topics in Educ Policy","002","10","3.300","60.0","20.0",".",".","10.0",".","10.0",".",".",".",".",".",".",".",".","."
"788
Qual Rsch Mthds-Educ: Field I","001","16","4.000","93.8",".",".",".",".",".",".","6.3",".",".",".",".",".",".",".","."
"830
School Finance","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"907
Smr-History of Education","001","11","4.000","90.9",".",".",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"962
Cross Natl Studies-Ed Probs","001","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","008","9","",".",".",".",".",".",".",".","77.8",".",".",".",".","22.2",".",".","."
"990","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","014","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","021","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","073","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research or Thesis","Course Total","38","",".",".",".",".",".",".",".","81.6",".",".",".","13.2","5.3",".",".","."
"999","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","4","***","","","","","","","","","","","","","","","",""
