"BUS","","","","","","","","","","","","","","","","","","","","",""
"REAL ESTATE & URBAN LAND E Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"239
REAL EST","","","","","","","","","","","","","","","","","","","","",""
"REAL EST
Dept. Total
239","783","3.399","35.1","30.0","22.5","6.6","3.6","0.3","0.3","0.6","",".",".","",".","",".","0.9","0.1",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"239
REAL EST","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","43","3.080","16.3","34.9","25.6","9.3","11.6","2.3",".",".","",".",".","",".","",".",".",".",".","."
"Junior","155","3.258","27.1","31.0","26.5","8.4","6.5",".","0.6",".","",".",".","",".","",".",".",".",".","."
"Senior","416","3.387","33.4","30.5","24.8","7.0","2.6","0.2","0.2","0.7","",".",".","",".","",".","0.2","0.2",".","."
"Undergraduates","614","3.331","30.6","30.9","25.2","7.5","4.2","0.3","0.3","0.5","",".",".","",".","",".","0.2","0.2",".","."
"Special","13","3.375","38.5","15.4","23.1","7.7","7.7",".",".","7.7","",".",".","",".","",".",".",".",".","."
"Graduate","156","3.660","52.6","27.6","11.5","3.2","0.6",".",".","0.6","",".",".","",".","",".","3.8",".",".","."
"Dept. Total","783","3.399","35.1","30.0","22.5","6.6","3.6","0.3","0.3","0.6","",".",".","",".","",".","0.9","0.1",".","."
