"L&S","","","","","","","","","","","","","","","","","","","","",""
"ITALIAN (FRENCH AND ITALIAN) Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","","",""
"ITALIAN
Dept. Total
508","344","3.452","43.9","23.8","15.4","5.2","3.2","0.9","0.9","5.5","",".",".","",".","",".","0.9",".","0.3","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","64","3.417","43.8","25.0","15.6","10.9","4.7",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","48","3.500","45.8","33.3","14.6","2.1","2.1",".","2.1",".","",".",".","",".","",".",".",".",".","."
"Junior","94","3.474","44.7","26.6","20.2","4.3","1.1","1.1","1.1",".","",".",".","",".","",".","1.1",".",".","."
"Senior","73","3.349","43.8","23.3","16.4","5.5","8.2","2.7",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","279","3.434","44.4","26.5","17.2","5.7","3.9","1.1","0.7",".","",".",".","",".","",".","0.4",".",".","."
"Special","9","2.500","11.1","11.1",".",".",".",".","11.1","66.7","",".",".","",".","",".",".",".",".","."
"Graduate","56","3.679","46.4","12.5","8.9","3.6",".",".",".","23.2","",".",".","",".","",".","3.6",".","1.8","."
"Dept. Total","344","3.452","43.9","23.8","15.4","5.2","3.2","0.9","0.9","5.5","",".",".","",".","",".","0.9",".","0.3","."
