"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"","373
002","","24","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Elem Teaching Practicum III","Course Total","","45","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","375
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","375
002","","19","3.053","21.1","15.8","42.1","15.8",".",".","5.3",".",".",".",".",".",".",".",".","."
"","375
007","","17","3.882","88.2",".","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","375
008","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Proseminar","Course Total","","53","3.592","67.9","5.7","18.9","5.7",".",".","1.9",".",".",".",".",".",".",".",".","."
"Teaching Science-Sec Schl","390
001","","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teach Secondary Schl Math I","393
001","","7","3.571","28.6","57.1","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching of English","396
001","","15","3.929","86.7",".","6.7",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"","399
015","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
095","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Pop Inst Mus 1","420
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Teaching World Lang(6-12)","443
001","","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","454
001","","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","454
002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Teaching-Middle School","Course Total","","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Tchg-Health Education","457
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Tch-His&Soc St Mid Sch","458
001","","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Tchg Hist&Soc St in HS","459
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","463
001","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","463
002","","20","3.950","95.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar:K-Mid Schl Teaching","Course Total","","44","3.977","97.7",".","2.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","464
001","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","464
002","","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Tchg in Elem School","Course Total","","31","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teaching-Music:Elem","466
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Teaching-Music:Secndry","467
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"EC/ESL Student Teaching","468
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Teaching Engl-Mid Schl","472
001","","9","",".",".",".",".",".",".",".",".",".",".",".",".",".",".","100.0","."
"Stdt Teach-Science in H.S.","490
001","","7","",".",".",".",".",".",".",".",".",".","85.7",".",".",".",".","14.3","."
"Student Teaching in HS Math","494
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Teach Sci-MiddleSchl","495
001","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teaching-English in HS","496
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Teach-Middle Schl Math","497
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","506
001","","24","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
506","","28","3.833","78.6","10.7",".","7.1",".",".",".",".",".",".",".",".","3.6",".",".","."
"Strategy-Inclusive Schoolng","Course Total","","52","3.882","82.7","11.5",".","3.8",".",".",".",".",".",".",".",".","1.9",".",".","."
"","507
001","","29","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","507
002","","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Inclusive Education-Secondary","Course Total","","55","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
