"L&S","","","","","","","","","","","","","","","","","","","","","",""
"HISTORY OF SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","","","",""
"HIST SCI
456","Dept. Total","386","3.549","38.9","33.7","17.4","3.6","1.0","",".","0.3","2.1","",".",".","",".","1.6","0.8","0.3","0.3","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","113","3.491","30.1","42.5","23.0","4.4",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","90","3.596","47.8","28.9","18.9",".","3.3","",".",".",".","",".",".","",".",".",".",".",".","1.1"
"Junior","","68","3.478","36.8","36.8","16.2","7.4",".","",".","1.5",".","",".",".","",".",".","1.5",".",".","."
"Senior","","82","3.550","39.0","36.6","15.9","4.9","1.2","",".",".",".","",".",".","",".",".","2.4",".",".","."
"Undergraduates","","353","3.529","38.0","36.5","19.0","4.0","1.1","",".","0.3",".","",".",".","",".",".","0.8",".",".","0.3"
"Special","","8","4.000","12.5",".",".",".",".","",".",".","62.5","",".",".","",".",".",".","12.5","12.5","."
"Graduate","","25","3.969","60.0","4.0",".",".",".","",".",".","12.0","",".",".","",".","24.0",".",".",".","."
"","Dept. Total","386","3.549","38.9","33.7","17.4","3.6","1.0","",".","0.3","2.1","",".",".","",".","1.6","0.8","0.3","0.3","0.3"
