"EDU","","","","","","","","","","","","","","","","","","","","",""
"EDUCATIONAL POLICY STUDIES Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","","","",""
"ED POL
Dept. Total
310","546","3.802","64.8","17.6","5.9","0.5","0.4","",".","0.4","6.2","",".","1.5","",".","0.9","1.8",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","52","3.725","55.8","30.8","11.5",".",".","",".",".",".","",".",".","",".",".","1.9",".",".","."
"Sophomore","72","3.697","65.3","18.1","12.5",".","1.4","",".","1.4",".","",".",".","",".",".","1.4",".",".","."
"Junior","128","3.804","68.8","21.1","6.3","1.6",".","",".",".",".","",".",".","",".",".","2.3",".",".","."
"Senior","158","3.834","72.2","21.5","5.7",".",".","",".",".",".","",".",".","",".",".","0.6",".",".","."
"Undergraduates","410","3.787","67.8","22.0","7.8","0.5","0.2","",".","0.2",".","",".",".","",".",".","1.5",".",".","."
"Special","5","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","131","3.895","56.5","3.8",".",".","0.8","",".","0.8","25.2","",".","6.1","",".","3.8","3.1",".",".","."
"Dept. Total","546","3.802","64.8","17.6","5.9","0.5","0.4","",".","0.4","6.2","",".","1.5","",".","0.9","1.8",".",".","."
