"L&S","","","","","","","","","","","","","","","","","","","",""
"BIOLOGY CORE CURRICULUM","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"206
BIOCORE","","","","","","","","","","","","","","","","","","","",""
"Evolution,Ecology,&Genetics","381
001","","79","3.190","25.3","12.7","49.4","2.5","8.9","1.3",".",".",".",".",".",".",".",".",".","."
"","382
001","","16","3.188","18.8",".","81.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
382","","17","3.618","52.9","17.6","29.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","382
003","","19","3.342","31.6","5.3","63.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","382
004","","17","3.412","35.3","11.8","52.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Evol,Ecol,&Genetics Lab","Course Total","","69","3.391","34.8","8.7","56.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Peer Mentoring","401
001","","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Organismal Biology","485
001","","90","3.256","32.2","8.9","47.8","2.2","7.8","1.1",".",".",".",".",".",".",".",".",".","."
"","486
001","","18","3.833","77.8","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","486
002","","18","3.722","55.6","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","486
003","","19","3.789","68.4","21.1","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Organismal Biology Lab","Course Total","","55","3.782","67.3","21.8","10.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study","699
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"BIOCORE
206","Dept. Total","","311","3.337","35.7","11.6","40.8","1.3","4.5","0.6",".",".",".","5.5",".",".",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"206
BIOCORE","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","53","3.158","22.6","5.7","64.2","1.9","5.7",".",".",".",".",".",".",".",".",".",".","."
"Junior","","","111","3.312","34.2","11.7","46.8","0.9","4.5","0.9",".",".",".","0.9",".",".",".",".",".","."
"Senior","","","147","3.429","41.5","13.6","27.9","1.4","4.1","0.7",".",".",".","10.9",".",".",".",".",".","."
"Undergraduates","","","311","3.337","35.7","11.6","40.8","1.3","4.5","0.6",".",".",".","5.5",".",".",".",".",".","."
"","Dept. Total","","311","3.337","35.7","11.6","40.8","1.3","4.5","0.6",".",".",".","5.5",".",".",".",".",".","."
