"EGR","","","","","","","","","","","","","","","","","","","",""
"","CIVIL AND ENVIRONMENTAL EN Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1","001","17","3.794","76.5","17.6",".",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"Prob Solv Using Cmptr Tools","291","001","68","3.228","22.1","26.5","32.4","13.2","5.9",".",".",".",".",".",".",".",".",".",".","."
"Independent Study","299","069","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Fluid Mechanics","310","001","101","2.787","14.9","7.9","35.6","14.9","22.8","2.0","2.0",".",".",".",".",".",".",".",".","."
"Hydroscience","311","001","68","2.843","13.2","14.7","29.4","22.1","13.2","5.9",".","1.5",".",".",".",".",".",".",".","."
"Hydrology","315","001","12","3.333","16.7","41.7","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Environmental Engineering","320","001","67","3.127","17.9","17.9","47.8","7.5","7.5","1.5",".",".",".",".",".",".",".",".",".","."
"Environmentl Engr Processes","322","001","21","3.750","71.4","9.5","9.5",".","4.8",".",".",".",".",".",".",".","4.8",".",".","."
"Soil Mechanics","330","001","72","2.813","16.7","8.3","25.0","31.9","12.5","5.6",".",".",".",".",".",".",".",".",".","."
"Structural Analysis I","340","001","66","3.379","42.4","19.7","22.7","7.6","4.5","3.0",".",".",".",".",".",".",".",".",".","."
"Transportation Engineering","370","001","67","3.090","3.0","23.9","61.2","11.9",".",".",".",".",".",".",".",".",".",".",".","."
"On-Site Waste Water Treatment","372","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Geog Info Systems","377","001","8","3.000","25.0","12.5","37.5","12.5",".","12.5",".",".",".",".",".",".",".",".",".","."
"Building Information Modeling","392","001","22","3.295","31.8","18.2","31.8","13.6","4.5",".",".",".",".",".",".",".",".",".",".","."
"Matrls-Constructed Facilities","395","001","60","3.292","21.7","33.3","28.3","15.0","1.7",".",".",".",".",".",".",".",".",".",".","."
"Open Channel Hydraulics","411","001","10","3.700","50.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dsgn-Wastewtr Treatmnt Plnt","426","001","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","427","001","39","3.936","87.2","12.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","427","002","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Solid&Hazardous Wastes Engr","","Course Total","47","3.915","85.1","12.8","2.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wood Structures I","442","001","24","3.000","12.5","20.8","33.3","20.8","4.2","4.2",".","4.2",".",".",".",".",".",".",".","."
"Steel Structures I","445","001","36","3.083",".","44.4","33.3","16.7","5.6",".",".",".",".",".",".",".",".",".",".","."
"Legal Aspects-Engineering","491","001","26","3.519","38.5","26.9","34.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mech Systems for Construction","497","001","17","3.441","35.3","29.4","23.5","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"Constructn Project Managmnt","498","001","74","3.520","27.0","59.5","8.1","1.4","4.1",".",".",".",".",".",".",".",".",".",".","."
"Water Chemistry","500","001","37","3.500","43.2","24.3","24.3","5.4","2.7",".",".",".",".",".",".",".",".",".",".","."
"Foundations","532","001","13","3.385","38.5","30.8","7.7","15.4","7.7",".",".",".",".",".",".",".",".",".",".","."
"Steel Structures II","545","001","17","3.471","29.4","35.3","35.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Concrete Structures II","547","001","8","3.688","62.5","12.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Energy Markets","561","001","12","3.864","66.7","25.0",".",".",".",".",".",".",".",".",".",".",".",".","8.3","."
"Urban Transport Planning","571","001","25","3.700","52.0","36.0","12.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Traffic Control","574","001","15","2.967","6.7","13.3","46.7","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Highway Matl&Constructn","575","001","6","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Capstone Design","578","001","41","3.427","34.1","17.1","48.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Transportation Engr","579","001","47","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","629","001","46","3.945","89.1","10.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","629","002","17","3.353","29.4","29.4","23.5","17.6",".",".",".",".",".",".",".",".",".",".",".","."
"","629","004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics-Envir Engr","","Course Total","65","3.791","73.8","15.4","6.2","4.6",".",".",".",".",".",".",".",".",".",".",".","."
"","669","001","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","669","002","22","3.295","31.8","18.2","31.8","13.6","4.5",".",".",".",".",".",".",".",".",".",".","."
"February 06, 2017","","","","","","","","","","","","","","","","","","","Page 116 of 423",""
