"ALS","","","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY
132","Dept. Total","226","3.492","47.3","15.0","13.7","5.3","3.1","0.4","",".","6.6","",".",".","",".","7.1","0.4","0.9",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","36","3.099","16.7","30.6","25.0","13.9","11.1",".","",".",".","",".",".","",".",".","2.8",".",".","."
"Sophomore","","23","3.406","47.8","13.0","21.7","4.3","4.3","4.3","",".",".","",".",".","",".",".",".","4.3",".","."
"Junior","","44","3.594","63.6","13.6","15.9","4.5","2.3",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","58","3.595","60.3","19.0","12.1","6.9","1.7",".","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","161","3.443","49.7","19.3","17.4","7.5","4.3","0.6","",".",".","",".",".","",".",".","0.6","0.6",".","."
"Special","","2","***","","","","","","","","","","","",".","",".",".",".","50.0",".","."
"Graduate","","63","3.819","41.3","4.8","4.8",".",".",".","",".","23.8","",".",".","",".","25.4",".",".",".","."
"","Dept. Total","226","3.492","47.3","15.0","13.7","5.3","3.1","0.4","",".","6.6","",".",".","",".","7.1","0.4","0.9",".","."
