"ALS","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES (C A L S)","Section","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"494
INTER-AG","","","","","","","","","","","","","","","","","","","","","","","","",""
"","155
001","68","3.868","83.8","8.8","4.4","2.9",".",".","",".","",".",".","",".",".","",".","","",".",".",".","."
"","002
155","15","3.933","86.7","13.3",".",".",".",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"","003
155","16","3.594","62.5","18.8",".","12.5","6.3",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Issues in Ag, Envir & Life Sci","Course Total","99","3.833","80.8","11.1","3.0","4.0","1.0",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"WISE Seminar","175
001","69","3.935","95.7","1.4","1.4",".",".","1.4","",".","",".",".","",".",".","",".","","",".",".",".","."
"INTER-AG
494","Dept. Total","168","3.875","86.9","7.1","2.4","2.4","0.6","0.6","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"494
INTER-AG","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","107","3.827","83.2","8.4","2.8","3.7","0.9","0.9","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","55","3.964","94.5","3.6","1.8",".",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","5","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Senior","","1","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Undergraduates","","168","3.875","86.9","7.1","2.4","2.4","0.6","0.6","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","168","3.875","86.9","7.1","2.4","2.4","0.6","0.6","",".","",".","",".",".","",".","",".","",".",".",".","."
