"","999
046","5","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
060","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
066","7","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".",".",".",".","."
"Independent Studies","Course Total","24","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"CS&D
252","Dept. Total","1163","3.808","76.2","12.6","5.5","1.0","1.1","0.2","0.2","0.9","",".",".","",".","0.9","1.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"252
CS&D","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","62","3.694","61.3","22.6","11.3","3.2","1.6",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","115","3.734","71.3","13.9","7.8","4.3","2.6",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","253","3.685","66.0","21.3","6.7","1.6","2.4","0.8","0.8",".","",".",".","",".",".","0.4",".",".","."
"Senior","","249","3.838","79.5","9.2","6.8","0.4","0.8",".",".",".","",".",".","",".","3.2",".",".",".","."
"Undergraduates","","679","3.745","71.4","15.8","7.4","1.8","1.8","0.3","0.3",".","",".",".","",".","1.2","0.1",".",".","."
"Special","","65","3.877","78.5","18.5","3.1",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","197","3.959","85.8","6.1","1.0",".",".",".",".","5.6","",".",".","",".","1.5",".",".",".","."
"Prof Yr 1","","60","3.955","91.7","8.3",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 2","","85","3.778","75.3","11.8","10.6",".",".",".",".",".","",".",".","",".",".","2.4",".",".","."
"Prof Yr 3","","77","3.934","80.5","1.3","1.3",".","1.3",".",".",".","",".",".","",".",".","15.6",".",".","."
"Professionals","","222","3.886","81.5","7.2","4.5",".","0.5",".",".",".","",".",".","",".",".","6.3",".",".","."
"","Dept. Total","1163","3.808","76.2","12.6","5.5","1.0","1.1","0.2","0.2","0.9","",".",".","",".","0.9","1.3",".",".","."
