"L&S","","","","","","","","","","","","","","","","","","","","",""
"LIBRARY & INFORMATION STUDI Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","",""
"L I S
Dept. Total
544","883","3.786","74.7","14.0","6.9","1.2","0.7","0.2","0.5","0.7","",".",".","",".","",".","1.0",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","64","3.553","60.9","17.2","10.9","6.3","1.6","1.6","1.6",".","",".",".","",".","",".",".",".",".","."
"Sophomore","50","3.618","64.0","20.0","12.0",".",".",".","4.0",".","",".",".","",".","",".",".",".",".","."
"Junior","91","3.712","72.5","15.4","4.4","4.4","2.2","1.1",".",".","",".",".","",".","",".",".",".",".","."
"Senior","107","3.803","80.4","8.4","8.4","0.9",".",".","0.9",".","",".",".","",".","",".","0.9",".",".","."
"Undergraduates","312","3.690","71.5","14.1","8.3","2.9","1.0","0.6","1.3",".","",".",".","",".","",".","0.3",".",".","."
"Special","11","3.864","72.7","27.3",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","560","3.849","76.6","13.8","6.3","0.4","0.5",".",".","1.1","",".",".","",".","",".","1.4",".",".","."
"Dept. Total","883","3.786","74.7","14.0","6.9","1.2","0.7","0.2","0.5","0.7","",".",".","",".","",".","1.0",".",".","."
