"","990
162","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
164","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
165","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Reading and Research","Course Total","24","",".",".",".",".",".",".",".","50.0",".",".","",".","50.0",".",".",".","."
"MATH
600","Dept. Total","8571","2.999","29.3","14.8","23.2","11.2","13.8","4.7","2.4","0.3","0.0","0.0","",".","0.2","0.1","0.1","0.0","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3239","3.018","26.4","15.6","25.3","12.9","13.8","4.0","1.9",".",".",".","",".",".","0.0","0.0",".","."
"Sophomore","","2303","2.936","27.0","14.8","22.8","11.5","16.1","5.0","2.7",".",".",".","",".",".","0.1","0.0",".","."
"Junior","","1374","2.855","23.4","15.6","24.7","11.8","14.9","5.7","3.4","0.1",".","0.1","",".",".","0.1",".",".","0.2"
"Senior","","959","2.894","28.2","13.5","22.7","9.3","14.6","7.7","3.0",".","0.2","0.1","",".","0.1","0.4",".",".","0.2"
"Undergraduates","","7875","2.958","26.3","15.1","24.2","11.8","14.8","5.0","2.6","0.0","0.0","0.0","",".","0.0","0.1","0.0",".","0.1"
"Special","","223","3.362","51.6","13.9","13.9","5.8","9.0","2.7","1.3","0.9",".",".","",".",".","0.4",".","0.4","."
"Graduate","","473","3.773","68.5","9.7","10.8","2.7","0.2",".",".","4.2",".",".","",".","3.2",".","0.6",".","."
"","Dept. Total","8571","2.999","29.3","14.8","23.2","11.2","13.8","4.7","2.4","0.3","0.0","0.0","",".","0.2","0.1","0.1","0.0","0.1"
