"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"LATIN AMER, CARIB & IBERIAN","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"525
LACIS","","","","","","","","","","","","","","","","","","","",""
"Elementary Quechua","361","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"First Semester Yucatec Maya","376","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in LACIS","440","003","9","3.056","22.2","11.1","33.3","22.2","11.1",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis","681","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","699","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr-Latin American Area","982","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"LACIS
525","","Dept. Total","15","3.415","46.7","13.3","20.0","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
