"TERM : 1172","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2016-2017","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","",""
"FOREST AND WILDLIFE ECOLO","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"396
F&W ECOL","","","","","","","","","","","","","","","","","","","","",""
"F&W ECOL
396","Dept. Total","893","3.252","36.6","18.5","18.3","9.5","6.2","2.2","0.3","3.6","",".",".","",".","4.3","0.3",".","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"396
F&W ECOL","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","33","2.905","15.2","27.3","21.2","21.2","6.1","9.1",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","95","3.117","26.3","20.0","32.6","11.6","6.3","2.1","1.1",".","",".",".","",".",".",".",".",".","."
"Junior","","229","3.141","34.5","18.3","24.5","9.6","9.6","3.1","0.4",".","",".",".","",".",".",".",".",".","."
"Senior","","382","3.279","41.4","20.7","16.2","11.5","6.5","2.1","0.3","0.3","",".",".","",".","0.3","0.5",".",".","0.3"
"Undergraduates","","739","3.196","36.1","20.2","21.1","11.4","7.4","2.7","0.4","0.1","",".",".","",".","0.1","0.3",".",".","0.1"
"Special","","7","3.750","42.9","42.9",".",".",".",".",".",".","",".",".","",".",".",".",".","14.3","."
"Graduate","","147","3.756","38.8","8.8","4.8","0.7",".",".",".","21.1","",".",".","",".","25.2","0.7",".",".","."
"","Dept. Total","893","3.252","36.6","18.5","18.3","9.5","6.2","2.2","0.3","3.6","",".",".","",".","4.3","0.3",".","0.1","0.1"
