"","991
004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","009
991","6","",".",".",".",".",".",".",".","83.3",".",".",".","16.7",".",".",".","."
"","991
010","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Linguistc&Germanic Philolgy","Course Total","16","",".",".",".",".",".",".",".","43.8",".",".",".","56.3",".",".",".","."
"GERMAN
424","Dept. Total","696","3.729","70.3","13.4","7.5","1.7","1.4","0.4","0.9","1.7",".",".",".","2.2","0.4",".",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","",""
"Freshmen","","132","3.651","67.4","13.6","10.6","4.5","2.3","0.8","0.8",".",".",".",".",".",".",".",".","."
"Sophomore","","125","3.755","75.2","11.2","9.6","0.8","0.8",".","1.6","0.8",".",".",".",".",".",".",".","."
"Junior","","127","3.690","71.7","13.4","9.4","2.4","1.6",".","1.6",".",".",".",".",".",".",".",".","."
"Senior","","192","3.707","68.2","19.8","6.8","1.0","2.1","1.0","0.5",".",".",".",".",".",".",".",".","0.5"
"Undergraduates","","576","3.700","70.3","15.1","8.9","2.1","1.7","0.5","1.0","0.2",".",".",".",".",".",".",".","0.2"
"Special","","8","3.800","50.0",".","12.5",".",".",".",".","37.5",".",".",".",".",".",".",".","."
"Graduate","","111","3.971","72.1","4.5",".",".",".",".",".","7.2",".",".",".","13.5","2.7",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","696","3.729","70.3","13.4","7.5","1.7","1.4","0.4","0.9","1.7",".",".",".","2.2","0.4",".",".","0.1"
