"","990
065","2","***","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","990
079","3","***","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","990
081","2","***","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","990
093","2","***","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Research","Course Total","10","",".",".",".",".",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"S&A PHM
732","Dept. Total","333","3.697","68.5","11.4","12.9","2.7","1.2","",".","",".","3.3","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"732
S&A PHM","","","","","","","","","","","","","","","","","","","","","","","","",""
"Graduate","","34","3.930","61.8","8.8",".",".",".","",".","",".","29.4","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","153","3.511","48.4","17.0","26.1","5.9","2.6","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","9","3.706","55.6","33.3","11.1",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","134","3.970","94.0","4.5","0.7",".",".","",".","",".","0.7","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","3","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","","299","3.681","69.2","11.7","14.4","3.0","1.3","",".","",".","0.3","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","333","3.697","68.5","11.4","12.9","2.7","1.2","",".","",".","3.3","",".",".","",".","",".","",".",".",".","."
