"Senior Thesis","691
003","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","699
001","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","699
002","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Directed Studies","Course Total","2","***","","","","","","","","","","","","","","","","",""
"BIOLOGY
205","Dept. Total","2054","2.925","23.1","13.5","34.1","7.9","14.6","4.4","1.2","0.0","0.1","0.4","",".","0.2","0.3",".","0.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"205
BIOLOGY","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","387","2.938","31.0","20.7","21.4","7.0","14.2","3.9","1.8",".",".",".","",".",".",".",".",".","."
"Sophomore","","869","2.879","17.5","13.3","39.5","8.3","15.0","4.6","1.0","0.1","0.2",".","",".",".","0.5",".",".","."
"Junior","","625","2.967","23.2","10.9","37.1","7.7","15.8","4.0","1.0",".","0.2",".","",".",".","0.2",".",".","."
"Senior","","143","2.939","31.5","8.4","27.3","10.5","9.1","6.3","2.1",".",".",".","",".","2.8","1.4",".","0.7","."
"Undergraduates","","2024","2.921","22.8","13.6","34.4","8.0","14.7","4.4","1.2","0.0","0.1",".","",".","0.2","0.3",".","0.0","."
"Special","","17","3.212","47.1","5.9","23.5","5.9","11.8","5.9",".",".",".",".","",".",".",".",".",".","."
"Graduate","","13","4.000","38.5",".",".",".",".",".",".",".",".","61.5","",".",".",".",".",".","."
"","Dept. Total","2054","2.925","23.1","13.5","34.1","7.9","14.6","4.4","1.2","0.0","0.1","0.4","",".","0.2","0.3",".","0.0","."
