"HEC","","","","","","","","","","","","","","","","","","","","",""
"DESIGN STUDIES","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","","GPA","","","","","","","","","","","","","","","",""
"359
DS","","","","","","","","","","","","","","","","","","","","",""
"","101","001","","16","3.719","75.0","18.8",".",".",".","6.3",".",".",".",".",".",".",".",".",".","."
"","101","002","","14","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Textile Design","","Course Total","","30","3.783","80.0","10.0","6.7",".",".","3.3",".",".",".",".",".",".",".",".",".","."
"Design: Fundamentals I","120","001","","76","3.408","35.5","25.0","31.6","3.9","2.6","1.3",".",".",".",".",".",".",".",".",".","."
"Fabric & Apparel Structures I","153","001","","30","3.586","40.0","40.0","10.0","6.7",".",".",".","3.3",".",".",".",".",".",".",".","."
"Fashion Illustration","210","002","","20","3.150","35.0","25.0","20.0","5.0","5.0","5.0","5.0",".",".",".",".",".",".",".",".","."
"Person & Environ Interactions","221","001","","92","3.560","53.3","18.5","19.6","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"Interior Design I","222","001","","28","3.778","57.1","35.7","3.6",".",".",".",".","3.6",".",".",".",".",".",".",".","."
"Interior Architect Design","223","001","","33","3.394","30.3","30.3","27.3","12.1",".",".",".",".",".",".",".",".",".",".",".","."
"Materials and Finishes","224","001","","27","3.889","81.5","14.8","3.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Textile Design: Weaving I","229","001","","8","3.786","62.5","12.5","12.5",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"","241","001","","13","3.577","53.8","15.4","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","241","002","","13","3.615","53.8","23.1","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"Visual Communication I","","Course Total","","26","3.596","53.8","19.2","19.2","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"Patternmaking-Apparel Design","253","001","","15","3.233","26.7","20.0","33.3","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"Dsgn-Manual/Comptr Gen Imagery","327","001","","14","3.769","64.3","14.3","14.3",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"Am Dec Arts & Int: 1620-1840","363","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Hist of Arch. & Interiors I","421","001","","27","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Color Theory and Technology","451","001","","18","3.333","27.8","44.4","16.7",".","5.6","5.6",".",".",".",".",".",".",".",".",".","."
"","469","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","469","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Interdis Studies in the Arts","","Course Total","","5","***","","","","","","","","","","","","","","","",""
"","501","001","","7","3.643","57.1","14.3","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","501","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","501","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","501","029","","15","3.800","66.7","26.7","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","501","031","","9","3.778","88.9",".",".",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","","Course Total","","37","3.769","70.3","16.2","8.1",".","2.7",".",".","2.7",".",".",".",".",".",".",".","."
"Experimental Textile Design","528","001","","12","3.292","58.3","8.3","8.3",".","16.7","8.3",".",".",".",".",".",".",".",".",".","."
"Textile:Spec & End Use Anal","561","001","","20","3.475","45.0","15.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Virtual Reality","579","001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Internship","601","001","","7","3.714","85.7",".",".",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"Interior Design III","622","001","","34","3.824","73.5","17.6","8.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Interior Design IV","623","001","","18","3.722","61.1","22.2","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Portfolio Preparation","624","001","","19","3.895","84.2","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis","681","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","012","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
