"","990
131","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","990
133","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Research","Course Total","75","",".",".",".",".",".",".",".","78.7","",".",".","",".","21.3",".",".",".","."
"Seminar in Genetics","993
001","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"GENETICS
412","Dept. Total","737","3.319","46.3","10.6","17.0","6.1","7.1","0.8","0.9","8.1","",".",".","",".","2.6","0.1","0.1","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","46","3.947","93.5","4.3",".","2.2",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","39","3.421","69.2","5.1","15.4",".","5.1",".","2.6",".","",".",".","",".",".",".",".","2.6","."
"Junior","","156","2.974","35.3","7.1","23.7","9.0","18.6","3.2","2.6",".","",".",".","",".","0.6",".",".",".","."
"Senior","","292","3.353","51.4","10.6","19.9","8.9","6.8","0.3","0.7","0.3","",".",".","",".","0.7",".","0.3",".","."
"Undergraduates","","533","3.251","51.6","8.6","18.9","7.7","9.6","1.1","1.3","0.2","",".",".","",".","0.6",".","0.2","0.2","."
"Special","","65","3.530","58.5","13.8","20.0","4.6","1.5",".",".",".","",".",".","",".",".","1.5",".",".","."
"Graduate","","137","3.593","19.7","16.8","8.0","0.7",".",".",".","42.3","",".",".","",".","11.7",".",".","0.7","."
"Prof Yr 3","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","737","3.319","46.3","10.6","17.0","6.1","7.1","0.8","0.9","8.1","",".",".","",".","2.6","0.1","0.1","0.3","."
