"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","",""
"KINESIOLOGY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"742
KINES","","","","","","","","","","","","","","","","","","","",""
"Exercise,Nutrition,&Health","100","001","266","2.791","21.8","11.3","24.4","10.2","23.7","6.4","2.3",".",".",".",".",".",".",".",".","."
"Aquatics","104","001","14","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Physiol of Human Performance","115","001","20","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","116","002","24","3.854","75.0","20.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","116","003","24","3.896","79.2","20.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"First Aid & Basic Life Support","","Course Total","48","3.875","77.1","20.8","2.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Kinesiology","119","001","88","3.744","63.6","25.0","9.1","1.1","1.1",".",".",".",".",".",".",".",".",".",".","."
"Foundations of Physical Educ","121","001","6","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","123","001","20","3.825","75.0","15.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","123","002","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Living well: LIfestyle balance","","Course Total","35","3.886","82.9","11.4","5.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125","001","21","",".",".",".",".",".",".",".","90.5",".",".",".",".",".",".","9.5","."
"","125","002","22","4.000","9.1",".",".",".",".",".",".","68.2",".",".",".",".",".",".","22.7","."
"","125","003","19","",".",".",".",".",".",".",".","89.5",".",".",".",".",".",".","10.5","."
"","125","004","21","",".",".",".",".",".",".",".","85.7",".",".",".",".",".",".","9.5","4.8"
"Adapted Fitness&Pers Traing","","Course Total","83","4.000","2.4",".",".",".",".",".",".","83.1",".",".",".",".",".",".","13.3","1.2"
"Intro to Athletic Training","127","001","32","2.969","12.5","21.9","28.1","28.1","6.3","3.1",".",".",".",".",".",".",".",".",".","."
"Sci&Pract Resistance Training","140","001","37","3.500","54.1","18.9","16.2",".","8.1","2.7",".",".",".",".",".",".",".",".",".","."
"Choosing To Move","145","001","15","3.933","93.3",".","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Human Physiology and Health","235","001","92","2.598","13.0","4.3","32.6","8.7","35.9","1.1","4.3",".",".",".",".",".",".",".",".","."
"Kendo:Intgratn-Mrtl&Lib Art","277","001","12","3.917","91.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300","001","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300","002","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Practicum in Kinesiology","","Course Total","49","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Tech-Athletic Training","301","001","18","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Physiology of Exercise","314","001","61","3.066","8.2","39.3","31.1","9.8","6.6","4.9",".",".",".",".",".",".",".",".",".","."
"Recog&Eval-Athletc Injuries","317","001","18","3.500","27.8","50.0","16.7","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Biomechanics of Human Movement","318","001","60","3.450","30.0","35.0","30.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","325","001","21","3.952","95.2",".","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","325","002","20","4.000","95.0",".",".",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"Group Develop & Behav Manage","","Course Total","41","3.975","95.1",".","2.4",".",".",".",".",".",".",".",".",".","2.4",".",".","."
"Human Anatomy","328","001","325","3.178","30.2","21.8","21.2","11.7","11.7","2.5","0.3","0.3",".",".",".",".","0.3",".",".","."
"Research in Kinesiology","330","001","59","3.847","72.9","23.7","3.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","350","001","64","3.492","39.1","28.1","26.6","4.7","1.6",".",".",".",".",".",".",".",".",".",".","."
"","350","002","34","3.456","29.4","38.2","26.5","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Exercise Psychology","","Course Total","98","3.480","35.7","31.6","26.5","5.1","1.0",".",".",".",".",".",".",".",".",".",".","."
"HPE in Multicultural Society","353","001","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Soc-Cult of Phys Act","355","001","20","3.825","70.0","25.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Therapeutic Strategies II","358","001","18","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lifespan Motor Development","360","001","37","3.824","81.1","8.1","5.4","5.4",".",".",".",".",".",".",".",".",".",".",".","."
"Motor Learning&Performance","361","001","59","3.441","39.0","37.3","8.5","6.8","6.8","1.7",".",".",".",".",".",".",".",".",".","."
"Assessmnt&Progrmg Adaptd PE","364","001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 06, 2017","","","","","","","","","","","","","","","","","","","Page 101 of 423",""
