"MATHEMATICS","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","","","",""
"","699","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","106","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","107","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","157","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","160","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699","166","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","","16","3.963","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Methods of Applied Math 1","703","001","","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mathematical Statistics","709","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Methods of Computatnl Math I","714","001","","32","3.656","56.3","21.9","18.8","3.1",".",".",".",".",".",".",".",".",".",".",".","."
"First Crse in Real Analysis","721","001","","39","3.556","46.2","23.1","12.8","7.7","2.6",".",".","7.7",".",".",".",".",".",".",".","."
"Nonlinear Optimization I","726","001","","10","3.400","30.0","30.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Theory of Probability I","733","001","","49","3.469","46.9","8.2","32.7","10.2",".",".",".","2.0",".",".",".",".",".",".",".","."
"Stochastic Analysis","735","001","","27","3.556","40.7","29.6","29.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Abstract Algebra","741","001","","29","3.414","27.6","41.4","20.7","6.9","3.4",".",".",".",".",".",".",".",".",".",".","."
"Algebraic Number Theory","748","001","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introductory Topology I","751","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Differentiable Manifolds","761","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Algebraic Geometry","763","001","","8","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations of Mathematics","770","001","","12","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Computability Theory","773","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Applied Math","801","001","","11","4.000","90.9",".",".",".",".",".",".",".",".",".",".",".",".","9.1",".","."
"Partial Differential Equatn","819","001","","24","3.917","95.8",".",".",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"Adv Topics-Real Analysis","821","001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fourier Analysis","827","001","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Combinatorics","846","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Number Theory","848","001","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Algebraic Topology","853","001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Topics in Geometry","865","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Topics in Foundations","873","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","921","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","921","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar in Analysis","","Course Total","","5","***","","","","","","","","","","","","","","","",""
"","941","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","941","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","941","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Algebra","","Course Total","","7","4.000","57.1",".",".",".",".",".",".",".",".",".",".","42.9",".",".",".","."
"Fundamental Math Skills","95","001","","10","2.850","20.0","20.0",".","30.0","30.0",".",".",".",".",".",".",".",".",".",".","."
"Seminar in Topology","951","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar in Number Theory","967","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 06, 2017","","","","","","","","","","","","","","","","","","","","Page 273 of 423",""
