"Leadership and Problem Solving","301
001","16","4.000","100.0",".","",".",".","","",".","",".","",".","",".",".","",".",".","",".","",".",".",".","."
"Leadership Lab 3A","310
001","16","4.000","100.0",".","",".",".","","",".","",".","",".","",".",".","",".",".","",".","",".",".",".","."
"Leadership and Management","401
001","13","4.000","100.0",".","",".",".","","",".","",".","",".","",".",".","",".",".","",".","",".",".",".","."
"Leadership Lab 4A","410
001","13","4.000","100.0",".","",".",".","","",".","",".","",".","",".",".","",".",".","",".","",".",".",".","."
"MIL SCI
644","Dept. Total","204","3.968","92.2","5.9","","1.5","",".","",".","",".","",".","",".","",".",".","",".","",".","0.5",".",".","."
"Summary by Level","","#","Ave","A","AB","B","","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","50","3.943","86.0","10.0","","2.0","",".","",".","",".","",".","",".","",".",".","",".","",".","2.0",".",".","."
"Sophomore","","65","3.940","87.7","9.2","","3.1","",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Junior","","44","3.992","97.7","2.3","",".","",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Senior","","39","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","198","3.966","91.9","6.1","","1.5","",".","",".","",".","",".","",".","",".",".","",".","",".","0.5",".",".","."
"Special","","4","***","","","","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","","2","***","","","","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","204","3.968","92.2","5.9","","1.5","",".","",".","",".","",".","",".","",".",".","",".","",".","0.5",".",".","."
