"L&S","","","","","","","","","","","","","","","","","","",""
"SPANISH (SPANISH AND PORTU Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"SPANISH
Dept. Total
912","2687","3.519","50.1","21.8","18.2","3.2","3.4","0.6","0.6","1.2","0.0",".","",".","0.7","0.1",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"Freshmen","816","3.445","41.4","25.5","25.4","2.9","3.3","0.5","1.0",".",".",".","",".",".",".",".",".","."
"Sophomore","564","3.549","52.3","23.0","17.0","3.7","2.8","0.7","0.4",".",".",".","",".",".",".",".",".","."
"Junior","529","3.471","49.0","21.2","18.7","5.5","4.3","0.6","0.6","0.2",".",".","",".",".",".",".",".","."
"Senior","619","3.593","58.0","20.7","13.4","1.6","4.0","1.0","0.3","0.3",".",".","",".","0.3","0.3",".",".","."
"Undergraduates","2528","3.506","49.5","22.9","19.2","3.3","3.6","0.7","0.6","0.1",".",".","",".","0.1","0.1",".",".","."
"Special","5","***","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","151","3.894","60.9","5.3","2.6","1.3",".",".",".","18.5","0.7",".","",".","10.6",".",".",".","."
"Prof Yr 2","2","***","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","3","***","","","","","","","","","",".","",".",".",".",".",".","."
"Dept. Total","2687","3.519","50.1","21.8","18.2","3.2","3.4","0.6","0.6","1.2","0.0",".","",".","0.7","0.1",".",".","."
