"BIOCHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","",""
"100
Biochemistry Freshman Seminar","101","","31","3.984","96.8","3.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","039","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","040","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","046","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","049","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","054","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"299","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","074","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","081","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","42","4.000","97.6",".",".",".",".",".",".",".",".",".",".",".",".",".","2.4","."
"375
Special Topics","001","","14","3.464","35.7","35.7","21.4",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"501","001","","557","3.119","32.5","17.1","19.0","10.2","17.8","2.9","0.2",".",".",".",".",".","0.4",".",".","."
"501","002","","200","2.828","25.5","7.5","24.0","9.0","26.5","7.0","0.5",".",".",".",".",".",".",".",".","."
"Introduction-Biochemistry","Course Total","","757","3.042","30.6","14.5","20.3","9.9","20.1","4.0","0.3",".",".",".",".",".","0.3",".",".","."
"507
General Biochemistry I","001","","185","3.027","28.6","19.5","15.7","13.0","18.4","2.2","2.2",".",".",".",".",".",".",".","0.5","."
"510
Biochm Prin-Human&Anml Nutr","001","","33","3.453","51.5","15.2","12.1","6.1","12.1",".",".",".",".",".",".",".","3.0",".",".","."
"551
Biochemical Methods","001","","92","3.337","32.6","28.3","27.2","4.3","4.3","3.3",".",".",".",".",".",".",".",".",".","."
"601
Protein&Enzyme Struct&Funct","001","","47","3.074","17.0","42.6","17.0","10.6","4.3","4.3","4.3",".",".",".",".",".",".",".",".","."
"606
Math Mthds-Structural Biology","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"612
Prokaryotic Molecular Biol","001","","15","3.067","26.7","26.7","20.0",".","20.0","6.7",".",".",".",".",".",".",".",".",".","."
"630
Cellulr Signal Transductn Mech","001","","27","3.130","14.8","25.9","48.1","7.4",".",".","3.7",".",".",".",".",".",".",".",".","."
"660
Methods in Biochemistry","001","","22","3.659","40.9","50.0","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"665
Biophysical Chemistry","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"681","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","079","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","081","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","7","",".",".",".",".",".",".",".",".",".",".",".","85.7",".",".","14.3","."
"682","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"691","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 06, 2017","","","","","","","","","","","","","","","","","","","","Page 13 of 423"
