"TERM : 1172","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2016-2017","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","","","","",""
"COMPARATIVE BIOSCIENCES","","Section
#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"934","COMP BIO","","","","","","","","","","","","","","","","","","","","","","",""
"934","COMP BIO","441
Dept. Total","3.312","35.6","17.0","18.4","6.8","7.0","1.1","",".","13.8","",".",".","",".","",".","",".",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"934","COMP BIO","","","","","","","","","","","","","","","","","","","","","","",""
"","Sophomore","4","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
