"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PSYCHIATRY","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"814
PSYCHIAT","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","946
012","1","***","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","946
041","1","***","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Child Psych Clerk-CSC","Course Total","7","3.875","71.4","28.6",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"PSYCHIAT
814","Dept. Total","191","3.617","37.2","11.5","14.7","1.0","",".","",".","",".","",".","",".",".","",".","",".","1.0",".","34.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"814
PSYCHIAT","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","***","","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Junior","","4","***","","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Senior","","15","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","20","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Special","","66","",".",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".","100.0","."
"Prof Yr 3","","70","3.471","34.3","27.1","34.3","2.9","",".","",".","",".","",".","",".",".","",".","",".","1.4",".",".","."
"Prof Yr 4","","36","3.819","77.8","8.3","11.1",".","",".","",".","",".","",".","",".",".","",".","",".","2.8",".",".","."
"Professionals","","106","3.574","49.1","20.8","26.4","1.9","",".","",".","",".","",".","",".",".","",".","",".","1.9",".",".","."
"","Dept. Total","192","3.617","37.5","11.5","14.6","1.0","",".","",".","",".","",".","",".",".","",".","",".","1.0",".","34.4","."
