"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENGINEERING PHYSICS","Section","#","","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"347
E P","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","271
001","","28","3.500","32.1","42.9","21.4",".","3.6","",".",".","",".",".","",".",".","",".","","",".",".",".","."
"","002
271","","21","3.143","28.6","14.3","38.1","14.3",".","",".","4.8",".","",".","",".",".","",".","","",".",".",".","."
"Engr Problem Solving I","Course Total","","49","3.347","30.6","30.6","28.6","6.1","2.0","",".","2.0","",".","",".",".","",".","",".","",".",".",".","."
"Intro to Engineering Research","468
001","","4","***","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Research Proposal-Engr Physics","469
001","","2","***","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Engineering Analysis I","547
001","","21","3.571","38.1","38.1","23.8",".",".","",".",".","",".",".","",".",".","",".","","",".",".",".","."
"Research Pract-Engr Physics I","568
001","","1","***","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","602
001","","3","***","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","602
002","","10","3.900","80.0","20.0",".",".",".","",".",".","",".",".","",".",".","",".","","",".",".",".","."
"Special Topics in EP","Course Total","","13","3.885","76.9","23.1",".",".",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"EP Graduate Seminar","920
001","","2","***","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"E P
347","Dept. Total","","92","3.450","39.1","32.6","20.7","3.3","1.1","",".","1.1","",".","",".","2.2","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"347
E P","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","11","3.000","18.2","18.2","54.5",".",".","",".","9.1","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","34","3.468","41.2","29.4","20.6","5.9","2.9","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","25","3.611","52.0","40.0","4.0","4.0",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","70","3.416","41.4","31.4","20.0","4.3","1.4","",".","1.4","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","22","3.550","31.8","36.4","22.7",".",".","",".",".","",".","",".","9.1","",".","",".","",".",".",".","."
"","Dept. Total","","92","3.450","39.1","32.6","20.7","3.3","1.1","",".","1.1","",".","",".","2.2","",".","",".","",".",".",".","."
