"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","",""
"101","001","12","3.542","41.7","33.3","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"101","002","11","3.500","27.3","54.5","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Beginning Class Piano","Course Total","23","3.522","34.8","43.5","13.0","8.7",".",".",".",".",".",".",".",".",".",".",".","."
"102
Beginning Class Piano","001","6","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"103
Elementary Class Piano","001","11","3.636","45.5","36.4","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"104
Intermediate Class Piano","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"108
Jazz Class Piano","096","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"14
Fundamentals: Single Reeds","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"143
Intro to Performance: Voice","001","17","3.618","52.9","23.5","17.6","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"144","044","7","3.731","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"144","062","2","***","","","","","","","","","",".",".",".",".",".",".","."
"144","101","2","***","","","","","","","","","",".",".",".",".",".",".","."
"144","102","5","***","","","","","","","","","",".",".",".",".",".",".","."
"144","103","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Vocal Instr: Non-Voice Majors","Course Total","21","3.794","66.7","23.8","4.8","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"200","024","2","***","","","","","","","","","",".",".",".",".",".",".","."
"200","102","1","***","","","","","","","","","",".",".",".",".",".",".","."
"200","103","3","***","","","","","","","","","",".",".",".",".",".",".","."
"200","104","1","***","","","","","","","","","",".",".",".",".",".",".","."
"200","105","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermed Piano-Non-Majors","Course Total","9","4.000","88.9",".",".",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"201","024","2","***","","","","","","","","","",".",".",".",".",".",".","."
"201","029","2","***","","","","","","","","","",".",".",".",".",".",".","."
"201","047","1","***","","","","","","","","","",".",".",".",".",".",".","."
"201","096","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Piano","Course Total","7","3.688","42.9","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"202
Elem/Intermed Harpsichord","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"203
Elem/Intmed Organ","042","2","***","","","","","","","","","",".",".",".",".",".",".","."
"205","044","8","3.750","75.0",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"205","045","4","***","","","","","","","","","",".",".",".",".",".",".","."
"205","061","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"205","062","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"205","101","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Voice","Course Total","27","3.862","81.5","7.4","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"207
Elem/Intmed Flute","010","3","***","","","","","","","","","",".",".",".",".",".",".","."
"209
Elem/Intmed Oboe","059","2","***","","","","","","","","","",".",".",".",".",".",".","."
"211
Elem/Intmed Clarinet","019","2","***","","","","","","","","","",".",".",".",".",".",".","."
"213
Element/Intermed Saxophone","050","6","3.083","16.7","50.0",".",".","33.3",".",".",".",".",".",".",".",".",".",".","."
"217
Elem/Intmed Horn","020","3","***","","","","","","","","","",".",".",".",".",".",".","."
"219","063","5","***","","","","","","","","","",".",".",".",".",".",".","."
"219","101","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Trumpet","Course Total","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"221
Elem/Intmed Trombone","089","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
