"L&S","","","","","","","","","","","","","","","","","","","",""
"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","","",""
"ENGL
352","Dept. Total","3652","3.628","55.3","23.0","11.5","3.5","1.7","0.3","0.7","1.3","0.1","0.2","",".","1.4","0.8","0.1","0.0","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1054","3.711","66.3","19.6","8.7","2.9","1.4","0.3","0.5",".",".",".","",".",".","0.2",".",".","."
"Sophomore","","787","3.559","51.2","27.1","12.7","5.1","2.3","0.5","0.9",".",".",".","",".",".","0.1","0.1",".","."
"Junior","","691","3.530","46.3","28.1","17.4","4.3","2.0","0.3","0.7",".",".",".","",".",".","0.7",".",".","0.1"
"Senior","","770","3.610","54.8","24.2","12.7","3.4","1.8","0.3","0.9",".",".",".","",".","0.1","1.2","0.3","0.1","0.3"
"Undergraduates","","3302","3.613","55.8","24.2","12.4","3.8","1.8","0.3","0.7",".",".",".","",".","0.0","0.5","0.1","0.0","0.1"
"Special","","72","3.610","38.9","27.8","11.1","1.4",".","1.4",".","18.1",".",".","",".",".",".","1.4",".","."
"Graduate","","278","3.924","53.2","7.2","1.1",".",".",".",".","11.9","1.4","2.9","",".","18.3","4.0",".",".","."
"","Dept. Total","3652","3.628","55.3","23.0","11.5","3.5","1.7","0.3","0.7","1.3","0.1","0.2","",".","1.4","0.8","0.1","0.0","0.1"
