"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"","AFRICAN LANGUAGES & LITERA Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","",""
"Intro-African Lang and Lit","201","001","66","3.644","60.6","22.7","10.6","3.0","1.5",".","1.5",".",".",".",".",".",".",".",".","."
"The African Storyteller","210","001","115","3.704","67.8","20.9","5.2","1.7","1.7","2.6",".",".",".",".",".",".",".",".",".","."
"HipHop & Politics in Senegal","220","001","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Africa: Introductory Survey","277","001","30","3.690","40.0","53.3","3.3",".",".",".",".",".",".",".",".",".","3.3",".",".","."
"African Lit in Translation","300","001","10","3.500","70.0","20.0",".",".",".",".","10.0",".",".",".",".",".",".",".",".","."
"","321","001","9","3.625","55.6","22.2","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","321","002","14","3.933","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","321","003","14","3.669","64.3","7.1","14.3",".","7.1",".",".","7.1",".",".",".",".",".",".",".","."
"","321","004","13","3.685","53.8","30.8","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"First Semester Arabic","","Course Total","50","3.740","66.0","18.0","10.0","2.0","2.0",".",".","2.0",".",".",".",".",".",".",".","."
"","323","001","16","3.531","37.5","37.5","18.8","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","323","002","11","3.600","54.5","18.2","9.1",".","9.1",".",".","9.1",".",".",".",".",".",".",".","."
"Third Semester Arabic","","Course Total","27","3.558","44.4","29.6","14.8","3.7","3.7",".",".","3.7",".",".",".",".",".",".",".","."
"First Semester Swahili","331","001","7","3.485","57.1","14.3","14.3",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"Third Semester Swahili","333","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"1st Sem-Lang-South Africa","335","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"First Semester Yoruba","371","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Third Semester Yoruba","373","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","391","001","7","3.357","28.6","14.3","57.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","391","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"1st Sem-Lang of West Africa","","Course Total","8","3.321","25.0","12.5","62.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Theory-African Literature","402","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"African Cultural Studies","405","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","435","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","435","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Studies-Swahili Lang-Gr","","Course Total","5","***","","","","","","","","","","","","","","","",""
"Readings-Adv Arabic Texts","445","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"5th Sem, Lang of N Africa","495","001","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv. African Cultural Studies","605","002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","670","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","670","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Theory & Methods LCTL Learning","","Course Total","3","***","","","","","","","","","","","","","","","",""
"","671","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","671","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Multilanguage Seminar","","Course Total","5","***","","","","","","","","","","","","","","","",""
"","699","022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","027","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","2","***","","","","","","","","","","","","","","","",""
"Reading&Writing Afri Cultr Std","700","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Teaching African Languages","703","001","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Portfolio","705","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Theory/Crit Afr Literature","802","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
