"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"462
Medical Instrumentation","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"489","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors in Research","Course Total","","4","***","","","","","","","","","","","","","","","",""
"491","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"491","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","093","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Design Project","Course Total","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"506
Software Engineering","001","","9","3.667","44.4","44.4","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"512
Power Electronics Lab","001","","11","3.591","72.7","9.1",".",".","18.2",".",".",".",".",".",".",".",".",".",".","."
"524
Introduction to Optimization","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"525
Introduction to Plasmas","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"528
Plasma Processng & Technlgy","001","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"532
Thry&Appl of Pattrn Recgntn","001","","33","3.076","24.2","18.2","27.3","21.2","6.1",".","3.0",".",".",".",".",".",".",".",".","."
"536
Integrated Optics&Optoelect","001","","9","3.556","44.4","22.2","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"542
Intro to Microelectromech Sys","001","","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"548
Integrated Circuit Design","001","","14","3.107","28.6","7.1","35.7","14.3","14.3",".",".",".",".",".",".",".",".",".",".","."
"551
Digital Sys Design & Synthesis","001","","56","3.411","39.3","30.4","17.9","5.4","5.4",".","1.8",".",".",".",".",".",".",".",".","."
"552
Intro-Computer Architecture","001","","28","3.125","17.9","28.6","28.6","17.9","3.6","3.6",".",".",".",".",".",".",".",".",".","."
"554
Digital Engineering Lab","001","","13","3.731","53.8","38.5","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"555
Digital Circuits&Components","001","","36","3.278","27.8","19.4","41.7","8.3",".","2.8",".",".",".",".",".",".",".",".",".","."
"601","001","","15","3.692","46.7","26.7","13.3",".",".",".",".","13.3",".",".",".",".",".",".",".","."
"601","002","","59","3.966","94.9","3.4","1.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Elec&Computer Engr","Course Total","","74","3.898","85.1","8.1","4.1",".",".",".",".","2.7",".",".",".",".",".",".",".","."
"699","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","054","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","2","***","","","","","","","","","",".",".",".",".",".",".","."
