"","990
092","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
095","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
105","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","57","",".",".",".",".",".",".",".","96.5","",".",".","",".","3.5",".",".",".","."
"NTP
682","Dept. Total","604","3.549","49.2","13.7","10.4","2.5","3.6","0.8","0.2","16.1","",".","2.0","",".","1.3","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"682
NTP","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","9","3.786","88.9",".",".","11.1",".",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","94","3.285","44.7","19.1","17.0","3.2","11.7","3.2","1.1",".","",".",".","",".",".",".",".",".","."
"Senior","","341","3.620","64.8","14.7","11.7","2.9","3.2","0.6",".",".","",".",".","",".","1.8","0.3",".",".","."
"Undergraduates","","444","3.545","61.0","15.3","12.6","3.2","5.0","1.1","0.2",".","",".",".","",".","1.4","0.2",".",".","."
"Special","","3","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","144","3.587","15.3","9.7","2.8","0.7",".",".",".","62.5","",".","7.6","",".","1.4",".",".",".","."
"Prof Yr 3","","3","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 4","","10","3.667","20.0",".","20.0",".",".",".",".","50.0","",".","10.0","",".",".",".",".",".","."
"Professionals","","13","3.455","23.1",".","23.1",".",".",".",".","46.2","",".","7.7","",".",".",".",".",".","."
"","Dept. Total","604","3.549","49.2","13.7","10.4","2.5","3.6","0.8","0.2","16.1","",".","2.0","",".","1.3","0.2",".",".","."
