"TERM : 1172","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2016-2017","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","3816","3.601","58.3","20.8","11.6","4.8","2.0","0.8","0.3","1.2","",".",".","",".","0.1","0.2",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","279","3.732","72.4","17.6","5.7","1.4","1.8","0.4","0.7",".","",".",".","",".",".",".",".",".","."
"Sophomore","","564","3.536","59.4","17.4","13.7","5.9","2.1","1.1","0.5",".","",".",".","",".",".",".",".",".","."
"Junior","","1288","3.544","53.4","23.8","13.4","5.5","2.3","1.0","0.4",".","",".",".","",".",".","0.2",".",".","."
"Senior","","1513","3.631","59.4","21.7","11.0","4.8","1.9","0.6","0.1","0.3","",".",".","",".",".","0.2",".",".","."
"Undergraduates","","3644","3.593","58.3","21.4","11.9","4.9","2.1","0.8","0.3","0.1","",".",".","",".",".","0.2",".",".","."
"Special","","25","3.627","56.0","8.0","4.0","12.0",".",".",".","20.0","",".",".","",".",".",".",".",".","."
"Graduate","","147","3.871","59.9","6.8","4.8",".",".",".",".","23.8","",".",".","",".","3.4","1.4",".",".","."
"","College Total","3816","3.601","58.3","20.8","11.6","4.8","2.0","0.8","0.3","1.2","",".",".","",".","0.1","0.2",".",".","."
