"","990
063","","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
064","","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
065","","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Research","Course Total","","25","",".",".",".",".","",".","",".","",".","96.0","",".",".","",".","4.0","",".",".",".","."
"PHMCOL-M
724","Dept. Total","","78","3.633","44.9","14.1","7.7","1.3","",".","",".","",".","30.8","",".",".","",".","1.3","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"724
PHMCOL-M","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","14","3.534","42.9","35.7","14.3","7.1","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","","14","3.534","42.9","35.7","14.3","7.1","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","","1","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Graduate","","","62","3.741","46.8","9.7","4.8",".","",".","",".","",".","37.1","",".",".","",".","1.6","",".",".",".","."
"Prof Yr 4","","","1","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Professionals","","","1","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"","Dept. Total","","78","3.633","44.9","14.1","7.7","1.3","",".","",".","",".","30.8","",".",".","",".","1.3","",".",".",".","."
