"","990
046","4","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"","990
058","3","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"","990
059","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Research and Thesis","Course Total","12","",".",".",".",".",".",".","",".","58.3","",".",".","",".","41.7",".",".",".","."
"LCA
521","Dept. Total","108","3.598","50.0","13.0","9.3","1.9","5.6","0.9","",".","12.0","",".",".","",".","4.6","0.9",".","1.9","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"521
LCA","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","27","3.630","63.0","18.5","11.1","3.7",".","3.7","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","20","3.625","70.0","5.0","15.0",".","10.0",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","16","3.267","37.5","12.5","25.0",".","18.8",".","",".",".","",".",".","",".",".","6.3",".",".","."
"Senior","","22","3.690","59.1","27.3",".","4.5","4.5",".","",".","4.5","",".",".","",".",".",".",".",".","."
"Undergraduates","","85","3.578","58.8","16.5","11.8","2.4","7.1","1.2","",".","1.2","",".",".","",".",".","1.2",".",".","."
"Special","","8","4.000","12.5",".",".",".",".",".","",".","62.5","",".",".","",".",".",".",".","25.0","."
"Graduate","","15","4.000","20.0",".",".",".",".",".","",".","46.7","",".",".","",".","33.3",".",".",".","."
"","Dept. Total","108","3.598","50.0","13.0","9.3","1.9","5.6","0.9","",".","12.0","",".",".","",".","4.6","0.9",".","1.9","."
