"","999
078","4","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
080","9","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"","999
097","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Study","Course Total","154","4.000","99.4",".",".",".",".",".",".",".","",".",".","",".","",".","0.6",".",".","."
"ART
168","Dept. Total","1849","3.786","78.0","11.5","6.2","1.9","1.4","0.2","0.2","0.2","",".",".","",".","",".","0.3","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","208","3.885","84.6","13.0","1.4","0.5","0.5",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","381","3.753","76.1","12.6","5.0","3.1","2.1","0.5","0.5",".","",".",".","",".","",".",".",".",".","."
"Junior","","350","3.764","74.6","12.9","7.7","2.6","2.3",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","544","3.718","69.9","14.3","10.7","2.6","1.3","0.4","0.2","0.2","",".",".","",".","",".","0.2","0.4",".","."
"Undergraduates","","1483","3.757","74.6","13.4","7.2","2.4","1.6","0.3","0.2","0.1","",".",".","",".","",".","0.1","0.1",".","."
"Special","","44","3.723","63.6","6.8","11.4",".","2.3",".",".","6.8","",".",".","",".","",".","4.5",".","4.5","."
"Graduate","","322","3.968","95.3","3.4","0.6",".",".",".",".",".","",".",".","",".","",".","0.6",".",".","."
"","Dept. Total","1849","3.786","78.0","11.5","6.2","1.9","1.4","0.2","0.2","0.2","",".",".","",".","",".","0.3","0.1","0.1","."
