"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"498
INTER-HE","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ecology of Human Happiness","201
001","","90","3.783","71.1","21.1","3.3","2.2","2.2","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Parent Educ & Support Programs","650
002","","2","***","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"INTER-HE
498","Dept. Total","","92","3.788","71.7","20.7","3.3","2.2","2.2","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"498
INTER-HE","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","77","3.779","72.7","18.2","3.9","2.6","2.6","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","8","3.875","75.0","25.0",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","6","3.750","50.0","50.0",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","1","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Undergraduates","","","92","3.788","71.7","20.7","3.3","2.2","2.2","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","92","3.788","71.7","20.7","3.3","2.2","2.2","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
