"L&S","","","","","","","","","","","","","","","","","","",""
"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","002
211","239","2.981","21.8","14.6","26.4","18.4","17.2","0.4","1.3",".",".",".",".",".",".",".",".","."
"Calculus","Course Total","424","2.972","21.9","15.1","25.2","17.9","17.5","1.2","1.2",".",".",".",".",".",".",".",".","."
"Calc/Intro-Differntl Equats","213
001","210","3.638","49.0","35.7","11.4","3.3",".",".","0.5",".",".",".",".",".",".",".",".","."
"","221
001","255","2.894","23.5","21.2","19.6","13.3","11.0","7.1","4.3",".",".",".",".",".",".",".",".","."
"","221
002","234","3.217","38.5","16.2","24.4","7.3","7.3","3.8","2.1",".",".",".",".",".","0.4",".",".","."
"","003
221","219","3.000","34.2","19.2","12.8","9.1","12.8","9.1","2.7",".",".",".",".",".",".",".",".","."
"","004
221","269","3.165","37.5","19.7","18.2","7.4","8.9","6.3","1.9",".",".",".",".",".",".",".",".","."
"","221
005","229","3.260","47.6","8.3","25.8","5.2","6.1","3.9","3.1",".",".",".",".",".",".",".",".","."
"","011
221","57","3.026","43.9","7.0","17.5","5.3","15.8","5.3","5.3",".",".",".",".",".",".",".",".","."
"","012
221","71","3.143","26.8","22.5","31.0","2.8","9.9","4.2","1.4",".",".",".",".",".",".",".",".","1.4"
"","015
221","71","3.127","36.6","9.9","28.2","7.0","12.7","4.2","1.4",".",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry 1","Course Total","1405","3.105","35.9","16.6","21.0","8.0","9.7","5.8","2.8",".",".",".",".",".","0.1",".",".","0.1"
"","222
001","271","2.742","21.4","12.5","22.5","12.5","19.2","7.4","4.4",".",".",".",".",".",".",".",".","."
"","002
222","240","2.819","17.1","14.6","33.8","10.8","15.0","4.2","4.6",".",".",".",".",".",".",".",".","."
"February 06, 2017","","","","","","","","","","","","","","","","","","Page 270 of 423",""
