"EDU","","","","","","","","","","","","","","","","","","","","",""
"ED LEADERSHP & POLICY ANAL Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"305
ELPA","","","","","","","","","","","","","","","","","","","","",""
"ELPA
Dept. Total
305","620","3.918","74.5","6.9","1.3","0.3","0.2","",".","0.2","10.2","",".",".","",".","2.3","4.0",".","0.2","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"305
ELPA","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Sophomore","10","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","16","3.935","75.0","6.3",".",".",".","",".",".","6.3","",".",".","",".",".","12.5",".",".","."
"Senior","17","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","44","3.981","90.9","2.3",".",".",".","",".",".","2.3","",".",".","",".",".","4.5",".",".","."
"Special","53","3.974","86.8","3.8",".",".",".","",".",".","1.9","",".",".","",".",".","5.7",".","1.9","."
"Graduate","519","3.909","71.1","7.5","1.5","0.4","0.2","",".","0.2","11.8","",".","0.8","",".","2.7","3.9",".",".","."
"Prof Yr 2","3","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","5","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","8","3.938","87.5","12.5",".",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Dept. Total","624","3.918","74.0","6.9","1.3","0.3","0.2","",".","0.2","10.1","",".","0.6","",".","2.2","4.0",".","0.2","."
