"BUS","","","","","","","","","","","","","","","","","","","",""
"MANAGEMENT AND HUMAN RES Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"236
M H R","","","","","","","","","","","","","","","","","","","",""
"M H R
Dept. Total
236","1849","3.634","50.1","31.2","13.5","2.1","1.3","0.2","0.1","0.1","",".",".","",".","0.9","0.3",".","0.1","0.1"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"236
M H R","","","","","","","","","","","","","","","","","","","",""
"Freshmen","60","3.700","65.0","13.3","20.0",".","1.7",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","139","3.518","41.0","34.5","17.3","2.9","3.6","0.7",".",".","",".",".","",".",".",".",".",".","."
"Junior","365","3.591","45.2","32.3","18.1","3.3","0.8",".",".",".","",".",".","",".",".","0.3",".",".","."
"Senior","597","3.574","44.1","35.0","15.2","2.8","2.2","0.3",".",".","",".",".","",".",".","0.3",".",".","."
"Undergraduates","1161","3.579","45.1","33.0","16.6","2.8","1.9","0.3",".",".","",".",".","",".",".","0.3",".",".","."
"Special","89","3.479","47.2","23.6","20.2","1.1","2.2","1.1","2.2","1.1","",".",".","",".",".",".",".","1.1","."
"Graduate","594","3.791","60.4","28.6","6.4","0.8",".",".",".","0.2","",".",".","",".","2.9","0.5",".",".","0.2"
"Prof Yr 2","2","***","","","","","","","","","","",".","",".",".",".",".","50.0","."
"Prof Yr 3","3","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","5","***","","","","","","","","","","",".","",".",".",".",".","20.0","."
"Dept. Total","1849","3.634","50.1","31.2","13.5","2.1","1.3","0.2","0.1","0.1","",".",".","",".","0.9","0.3",".","0.1","0.1"
