"L&S","","","","","","","","","","","","","","","","","","","","","",""
"ENGLISH AS A SECOND LANGU","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"351
ESL","","","","","","","","","","","","","","","","","","","","","",""
"ESL
351","Dept. Total","1076","3.475","9.9","5.4","3.6","0.5","0.5","0.1","0.7","",".","",".","78.0","1.1","",".","0.1",".",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"351
ESL","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","388","3.455","3.4","2.6","2.3",".",".",".","0.3","",".","",".","90.2","1.0","",".",".",".",".","0.3"
"Sophomore","","330","3.526","15.2","7.9","4.2","0.6","0.6",".","0.9","",".","",".","69.1","1.2","",".","0.3",".",".","."
"Junior","","129","3.704","21.7","10.9","4.7","0.8",".",".",".","",".","",".","59.7","1.6","",".",".",".",".","0.8"
"Senior","","61","3.116","26.2","13.1","16.4","3.3","4.9","1.6","4.9","",".","",".","27.9","1.6","",".",".",".",".","."
"Undergraduates","","908","3.475","11.8","6.4","4.3","0.6","0.6","0.1","0.8","",".","",".","74.0","1.2","",".","0.1",".",".","0.2"
"Special","","27","",".",".",".",".",".",".",".","",".","",".","100.0",".","",".",".",".",".","."
"Graduate","","138","",".",".",".",".",".",".",".","",".","",".","99.3","0.7","",".",".",".",".","."
"Prof Yr 4","","27","",".",".",".",".",".",".",".","",".","",".","100.0",".","",".",".",".",".","."
"Professionals","","27","",".",".",".",".",".",".",".","",".","",".","100.0",".","",".",".",".",".","."
"","Dept. Total","1100","3.475","9.7","5.3","3.5","0.5","0.5","0.1","0.6","",".","",".","78.5","1.1","",".","0.1",".",".","0.2"
