"","990
031","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
036","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","037
990","10","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"Research","Course Total","49","",".",".",".",".",".",".",".","44.9",".",".",".","53.1",".",".","2.0","."
"ATM OCN
640","Dept. Total","548","3.205","27.6","23.2","15.3","10.0","5.7","2.6","1.5","5.8",".","2.2",".","5.7","0.2",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","",""
"Freshmen","","82","3.230","19.5","39.0","17.1","15.9","7.3","1.2",".",".",".",".",".",".",".",".",".","."
"Sophomore","","98","3.028","21.4","27.6","15.3","17.3","10.2","4.1","3.1",".",".",".",".",".",".",".","1.0","."
"Junior","","78","2.975","19.2","21.8","28.2","14.1","7.7","5.1","2.6",".",".","1.3",".",".",".",".",".","."
"Senior","","122","3.105","30.3","19.7","18.9","10.7","7.4","4.1","2.5","0.8",".","0.8",".","4.1","0.8",".",".","."
"Undergraduates","","380","3.088","23.4","26.3","19.5","14.2","8.2","3.7","2.1","0.3",".","0.5",".","1.3","0.3",".","0.3","."
"Special","","11","3.667","18.2",".","9.1",".",".",".",".","72.7",".",".",".",".",".",".",".","."
"Graduate","","157","3.725","38.2","17.2","5.7","0.6",".",".",".","14.6",".","6.4",".","16.6",".",".","0.6","."
"","Dept. Total","548","3.205","27.6","23.2","15.3","10.0","5.7","2.6","1.5","5.8",".","2.2",".","5.7","0.2",".","0.4","."
