"ALS","","","","","","","","","","","","","","","","","","","","","",""
"ENTOMOLOGY","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"355
ENTOM","","","","","","","","","","","","","","","","","","","","","",""
"ENTOM
355","Dept. Total","284","3.776","69.4","13.0","6.7","1.1","1.1","",".","0.4","4.2","",".",".","",".","3.5","0.4",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"355
ENTOM","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","22","3.889","86.4","9.1","4.5",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","61","3.780","77.0","13.1","4.9","3.3","1.6","",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","62","3.673","56.5","24.2","14.5",".","1.6","",".",".",".","",".",".","",".",".","1.6",".","1.6","."
"Senior","","106","3.815","81.1","10.4","5.7","0.9",".","",".","0.9",".","",".",".","",".","0.9",".",".",".","."
"Undergraduates","","251","3.777","74.5","14.3","7.6","1.2","0.8","",".","0.4",".","",".",".","",".","0.4","0.4",".","0.4","."
"Special","","3","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","30","4.000","33.3",".",".",".",".","",".",".","36.7","",".",".","",".","30.0",".",".",".","."
"","Dept. Total","284","3.776","69.4","13.0","6.7","1.1","1.1","",".","0.4","4.2","",".",".","",".","3.5","0.4",".","0.4","."
