"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMN","College Total","372","3.909","87.9","8.9","","3.0","",".","",".","",".","",".","",".","",".",".","",".","",".","0.3",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"AMN","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","87","3.946","88.5","9.2","","1.1","",".","",".","",".","",".","",".","",".",".","",".","",".","1.1",".",".","."
"Sophomore","","108","3.885","82.4","13.0","","4.6","",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Junior","","85","3.972","96.5","2.4","","1.2","",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Senior","","81","3.839","85.2","9.9","","4.9","",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","361","3.907","87.8","8.9","","3.0","",".","",".","",".","",".","",".","",".",".","",".","",".","0.3",".",".","."
"Special","","9","3.955","88.9","11.1","",".","",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Graduate","","3","***","","","","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"","College Total","373","3.909","87.9","8.8","","2.9","",".","",".","",".","",".","",".","",".",".","",".","",".","0.3",".",".","."
