"TERM : 1172","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2016-2017","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","",""
"COMMUNITY & ENVIRONMENTA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"864
C&E SOC","","","","","","","","","","","","","","","","","","","","",""
"C&E SOC
Dept. Total
864","324","3.492","49.7","26.2","9.3","1.9","4.9","0.9","2.5","2.2","",".",".","",".","",".","2.2",".","0.3","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"864
C&E SOC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","52","3.603","48.1","38.5","9.6",".","1.9",".","1.9",".","",".",".","",".","",".",".",".",".","."
"Sophomore","39","3.640","64.1","23.1","7.7",".","2.6","2.6",".",".","",".",".","",".","",".",".",".",".","."
"Junior","97","3.508","46.4","30.9","10.3","3.1","6.2",".","1.0",".","",".",".","",".","",".","2.1",".",".","."
"Senior","116","3.367","50.9","19.0","9.5","2.6","6.0","1.7","5.2","0.9","",".",".","",".","",".","3.4",".","0.9","."
"Undergraduates","304","3.491","50.7","26.6","9.5","2.0","4.9","1.0","2.6","0.3","",".",".","",".","",".","2.0",".","0.3","."
"Special","4","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","16","3.750","43.8","12.5","6.3",".",".",".",".","31.3","",".",".","",".","",".","6.3",".",".","."
"Dept. Total","324","3.492","49.7","26.2","9.3","1.9","4.9","0.9","2.5","2.2","",".",".","",".","",".","2.2",".","0.3","."
