"","990
035","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
042","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
061","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","24","",".",".",".",".",".",".",".","83.3","",".",".","",".","16.7",".",".",".","."
"AN SCI
604","Dept. Total","496","3.392","45.8","15.9","19.2","5.6","5.4","1.8","0.4","4.2","",".",".","",".","0.8","0.2","0.6",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"604
AN SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","67","3.291","31.3","17.9","34.3","9.0","7.5",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","69","3.432","49.3","14.5","17.4","5.8","5.8","1.4","1.4",".","",".",".","",".",".",".","4.3",".","."
"Junior","","118","3.247","33.1","27.1","22.0","5.9","7.6","2.5","0.8","0.8","",".",".","",".",".",".",".",".","."
"Senior","","173","3.480","57.8","11.0","17.3","5.2","5.2","2.9",".",".","",".",".","",".",".","0.6",".",".","."
"Undergraduates","","427","3.372","45.4","17.1","21.3","6.1","6.3","2.1","0.5","0.2","",".",".","",".",".","0.2","0.7",".","."
"Special","","9","3.652","55.6","22.2","22.2",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","62","3.736","48.4","8.1","3.2","3.2",".",".",".","30.6","",".",".","",".","6.5",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","499","3.392","45.9","16.0","19.0","5.6","5.4","1.8","0.4","4.2","",".",".","",".","0.8","0.2","0.6",".","."
