"HEC","","","","","","","","","","","","","","","","","","","","",""
"HUMAN DEVEL & FAMILY STUDI Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"230
HDFS","","","","","","","","","","","","","","","","","","","","",""
"999
033","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"999
035","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Course Total
Independent Study","4","***","","","","","","","","","","","","","","","","","","",""
"HDFS
Dept. Total
230","1188","3.645","57.7","22.6","11.8","4.4","1.3","0.5","0.1","1.5","",".",".","",".","",".","0.1",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"230
HDFS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","4","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Sophomore","155","3.572","56.8","20.6","10.3","8.4","2.6","1.3",".",".","",".",".","",".","",".",".",".",".","."
"Junior","428","3.538","50.0","25.0","15.2","6.3","2.3","0.9","0.2",".","",".",".","",".","",".",".",".",".","."
"Senior","548","3.742","64.8","22.3","10.2","2.0","0.4",".",".","0.4","",".",".","",".","",".",".",".",".","."
"Undergraduates","1135","3.639","58.1","23.1","12.2","4.5","1.4","0.5","0.1","0.2","",".",".","",".","",".",".",".",".","."
"Special","7","3.583","42.9","28.6",".","14.3",".",".",".","14.3","",".",".","",".","",".",".",".",".","."
"Graduate","46","3.864","52.2","8.7","4.3",".",".",".",".","32.6","",".",".","",".","",".","2.2",".",".","."
"Dept. Total","1188","3.645","57.7","22.6","11.8","4.4","1.3","0.5","0.1","1.5","",".",".","",".","",".","0.1",".",".","."
