"","699
012","3","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
016","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
017","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Project","Course Total","7","3.864","85.7",".",".","14.3",".",".",".",".","",".",".","",".","",".",".",".",".","."
"DANCE
741","Dept. Total","1008","3.799","78.1","12.4","4.4","1.8","1.0","0.1","0.7","0.9","",".",".","",".","",".","0.5","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","125","3.850","80.0","16.0","2.4",".","0.8",".","0.8",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","198","3.862","85.4","7.6","3.0","2.0","1.0",".",".","0.5","",".",".","",".","",".","0.5",".",".","."
"Junior","","270","3.805","77.8","13.0","4.8","2.2","0.7",".","0.7","0.4","",".",".","",".","",".","0.4",".",".","."
"Senior","","354","3.784","78.5","12.4","3.7","1.1","1.4","0.3","0.6","0.6","",".",".","",".","",".","0.8","0.6",".","."
"Undergraduates","","947","3.816","79.9","12.0","3.7","1.5","1.1","0.1","0.5","0.4","",".",".","",".","",".","0.5","0.2",".","."
"Special","","34","3.368","52.9","17.6","17.6","5.9",".",".","2.9","2.9","",".",".","",".","",".",".",".",".","."
"Graduate","","28","3.519","46.4","17.9","10.7","7.1",".",".","3.6","14.3","",".",".","",".","",".",".",".",".","."
"","Dept. Total","1009","3.799","78.1","12.4","4.4","1.8","1.0","0.1","0.7","0.9","",".",".","",".","",".","0.5","0.2",".","."
