"","990
100","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","990
101","4","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","990
134","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Research","Course Total","113","",".",".",".",".",".",".",".","69.9","",".",".","",".","30.1",".",".",".","."
"PHYSICS
754","Dept. Total","3485","3.127","23.8","22.7","24.6","13.6","9.3","1.0","0.7","2.6","",".","0.1","",".","1.1","0.3","0.1","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","175","3.325","36.0","25.7","21.7","7.4","8.0","0.6","0.6",".","",".",".","",".",".",".",".",".","."
"Sophomore","","703","3.079","18.9","26.9","27.0","15.6","9.1","0.7","1.1","0.1","",".",".","",".",".","0.3","0.1",".","."
"Junior","","1276","3.052","20.5","22.2","26.7","16.5","11.6","1.4","0.8",".","",".",".","",".",".","0.2",".","0.1","."
"Senior","","956","3.146","25.1","23.2","25.1","13.9","9.9","1.0","0.5",".","",".","0.2","",".","0.3","0.4",".",".","0.2"
"Undergraduates","","3110","3.099","22.4","23.8","26.0","15.0","10.3","1.1","0.8","0.0","",".","0.1","",".","0.1","0.3","0.0","0.0","0.1"
"Special","","34","3.423","47.1","20.6","5.9","5.9","5.9",".","2.9","2.9","",".",".","",".",".","5.9",".","2.9","."
"Graduate","","340","3.614","34.4","13.2","13.8","1.8","0.6",".",".","25.6","",".",".","",".","10.0",".","0.3","0.3","."
"Prof Yr 4","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","3485","3.127","23.8","22.7","24.6","13.6","9.3","1.0","0.7","2.6","",".","0.1","",".","1.1","0.3","0.1","0.1","0.1"
