"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"699","081","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","090","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","101","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","111","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","112","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","114","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","125","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","126","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","128","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","129","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","130","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","82","3.976","95.1","2.4","1.2",".",".",".",".",".",".",".",".",".","1.2",".",".","."
"704
Chemical Biology","001","","8","3.563","50.0","12.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"713
Inorg&Organometal Chemistry","001","","13","3.538","38.5","30.8","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"714
Organometal-Transitn Elemts","001","","22","3.688","63.6","9.1","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"775
Electronic Struct of Molecules","001","","12","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"843
Advanced Organic Chemistry","001","","15","3.567","46.7","20.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"872
Topic-Macromoleculr/Biophys","001","","21","3.889","85.7","9.5","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"901
Smr-Teaching of Chemistry","002","","58","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"915
Struct&Bond-Inorg Compounds","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"918
Sngl Molec Apprchs to Biology","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"923
Spctroscpy&Spectrochem Anal","157","","10","4.000","10.0",".",".",".",".",".",".","90.0",".",".",".",".",".",".",".","."
"960
Seminar-Physical Chemistry","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"964","004","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","007","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"964","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"964","011","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"964","015","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"964","017","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","020","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"964","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"964","023","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"964","024","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"964","029","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"964","030","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"964","031","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"964","032","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","033","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"964","034","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"964","036","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"964","037","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"964","039","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
