"","990
041","2","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
042","3","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
043","4","***","","","","","","","","","",".",".","",".","",".",".",".","."
"Research and Thesis","Course Total","49","",".",".",".",".",".",".",".","95.9","4.1",".","",".","",".",".",".",".","."
"COM ARTS
250","Dept. Total","3598","3.279","23.3","32.4","24.8","8.2","5.2","0.9","0.8","3.6","0.1","0.2","",".","",".","0.4","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","900","3.374","23.6","42.0","25.7","5.2","2.4","0.1","0.9",".",".",".","",".","",".","0.1",".",".","."
"Sophomore","","648","3.264","22.5","34.0","27.5","8.8","5.6","0.9","0.6",".",".",".","",".","",".",".","0.2",".","."
"Junior","","890","3.150","21.6","28.5","27.1","10.3","8.4","1.7","1.7","0.1",".","0.1","",".","",".","0.4",".",".","."
"Senior","","921","3.257","22.0","33.0","26.0","10.6","5.8","1.0","0.2","0.4",".","0.8","",".","",".","0.2",".",".","."
"Undergraduates","","3359","3.261","22.4","34.4","26.5","8.8","5.5","0.9","0.9","0.1",".","0.2","",".","",".","0.2","0.0",".","."
"Special","","26","3.630","26.9","15.4","7.7","3.8",".",".",".","34.6",".",".","",".","",".",".","3.8","7.7","."
"Graduate","","213","3.934","37.1","3.3","0.9",".",".",".",".","53.5","0.9",".","",".","",".","4.2",".",".","."
"","Dept. Total","3598","3.279","23.3","32.4","24.8","8.2","5.2","0.9","0.8","3.6","0.1","0.2","",".","",".","0.4","0.1","0.1","."
