"","999
059","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
086","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
091","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","14","3.857","14.3","7.1",".",".",".",".",".",".","",".",".","",".",".","71.4",".","7.1","."
"ENVIR ST
360","Dept. Total","1485","3.451","45.2","20.6","17.0","3.6","4.3","1.3","0.5","2.5","",".","2.4","",".","1.4","1.1",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"360
ENVIR ST","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","187","3.510","55.6","20.3","15.5","2.7","3.7","1.6",".",".","",".",".","",".",".","0.5",".",".","."
"Sophomore","","215","3.346","44.7","22.3","18.6","4.2","7.4","1.9","0.9",".","",".",".","",".",".",".",".",".","."
"Junior","","310","3.352","42.9","21.6","20.0","5.2","6.8","1.6","1.3",".","",".",".","",".",".","0.6",".",".","."
"Senior","","556","3.481","46.0","24.3","20.0","4.0","3.6","1.1","0.2","0.2","",".",".","",".","0.2","0.5",".",".","."
"Undergraduates","","1268","3.429","46.5","22.7","19.1","4.1","5.0","1.4","0.6","0.1","",".",".","",".","0.1","0.5",".",".","."
"Special","","12","3.367","8.3","16.7","16.7",".",".",".",".","50.0","",".",".","",".",".",".",".","8.3","."
"Graduate","","201","3.762","39.8","7.5","4.0","1.0",".","0.5",".","14.9","",".","17.9","",".","10.0","4.0",".","0.5","."
"Prof Yr 3","","3","***","","","","","","","","","","",".","",".",".","33.3",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","",".","",".",".","100.0",".",".","."
"Professionals","","4","***","","","","","","","","","","",".","",".",".","50.0",".",".","."
"","Dept. Total","1485","3.451","45.2","20.6","17.0","3.6","4.3","1.3","0.5","2.5","",".","2.4","",".","1.4","1.1",".","0.1","."
