"","990
002","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
003","3","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
004","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"Thesis","Course Total","6","",".",".",".",".",".",".",".","66.7","16.7",".","",".","16.7","",".",".",".","."
"PORTUG
782","Dept. Total","103","3.562","56.3","13.6","15.5","1.0","1.9","1.0","1.9","5.8","1.0",".","",".","1.0","",".",".",".","1.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"782
PORTUG","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","15","3.390","66.7",".","20.0",".","6.7",".","6.7",".",".",".","",".",".","",".",".",".","."
"Sophomore","","13","3.300","38.5","30.8","23.1",".",".",".","7.7",".",".",".","",".",".","",".",".",".","."
"Junior","","21","3.429","47.6","9.5","33.3",".",".","4.8",".",".",".",".","",".",".","",".",".",".","4.8"
"Senior","","21","3.635","61.9","19.0","9.5","4.8","4.8",".",".",".",".",".","",".",".","",".",".",".","."
"Undergraduates","","70","3.456","54.3","14.3","21.4","1.4","2.9","1.4","2.9",".",".",".","",".",".","",".",".",".","1.4"
"Graduate","","31","3.883","58.1","12.9","3.2",".",".",".",".","19.4","3.2",".","",".","3.2","",".",".",".","."
"Prof Yr 3","","2","***","","","","","","","","","",".","",".",".","",".",".",".","."
"Professionals","","2","***","","","","","","","","","",".","",".",".","",".",".",".","."
"","Dept. Total","103","3.562","56.3","13.6","15.5","1.0","1.9","1.0","1.9","5.8","1.0",".","",".","1.0","",".",".",".","1.0"
