"","990
038","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
039","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research or Thesis","Course Total","28","",".",".",".",".",".",".",".","64.3","",".",".","",".","32.1","3.6",".",".","."
"Independent Reading","999
029","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"COUN PSY
270","Dept. Total","1471","3.862","81.2","9.0","3.4","1.1","0.6","0.4","0.2","1.3","",".","1.7","",".","0.6","0.2",".","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","615","3.824","84.2","8.5","2.9","1.6","1.1","1.0","0.5",".","",".",".","",".",".",".",".",".","0.2"
"Sophomore","","204","3.822","85.3","8.3","4.9","0.5","1.0",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","182","3.847","80.8","12.6","4.9","0.5",".",".",".",".","",".",".","",".",".","0.5",".","0.5","."
"Senior","","214","3.825","77.6","13.6","6.1","1.9",".",".",".","0.5","",".",".","",".",".","0.5",".",".","."
"Undergraduates","","1215","3.828","82.7","10.0","4.1","1.3","0.7","0.5","0.2","0.1","",".",".","",".",".","0.2",".","0.1","0.1"
"Special","","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","246","3.971","73.2","4.5",".",".",".",".",".","7.3","",".","10.2","",".","3.7",".",".",".","."
"Prof Yr 1","","6","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 4","","2","***","","","","","","","","","","",".","",".",".","50.0",".",".","."
"Professionals","","8","4.000","87.5",".",".",".",".",".",".",".","",".",".","",".",".","12.5",".",".","."
"","Dept. Total","1471","3.862","81.2","9.0","3.4","1.1","0.6","0.4","0.2","1.3","",".","1.7","",".","0.6","0.2",".","0.1","0.1"
