"MED","","","","","","","","","","","","","","","","","","","","",""
"POPULATION HEALTH SCIENCE Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"810
POP HLTH","","","","","","","","","","","","","","","","","","","","",""
"POP HLTH
Dept. Total
810","766","3.716","55.1","13.6","12.3","0.8","0.3","",".","0.1","2.1","",".","13.8","",".","0.4","1.0","0.1","0.4","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"810
POP HLTH","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","2","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Sophomore","20","3.212","15.0","25.0","50.0","10.0",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","44","3.481","36.4","29.5","29.5","2.3","2.3","",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","86","3.508","37.2","32.6","25.6","3.5",".","",".",".",".","",".",".","",".",".",".","1.2",".","."
"Undergraduates","152","3.454","33.6","30.3","30.9","3.9","0.7","",".",".",".","",".",".","",".",".",".","0.7",".","."
"Special","32","3.719","59.4","15.6","15.6",".","3.1","",".",".","3.1","",".","3.1","",".",".",".",".",".","."
"Graduate","162","3.832","67.9","11.7","7.4",".",".","",".",".","8.6","",".",".","",".","1.9","0.6",".","1.9","."
"Prof Yr 1","112","4.000","10.7",".",".",".",".","",".",".",".","",".","89.3","",".",".",".",".",".","."
"Prof Yr 2","16","3.935","62.5","6.3",".",".",".","",".",".",".","",".","31.3","",".",".",".",".",".","."
"Prof Yr 3","12","3.060","50.0","8.3","33.3",".",".","",".","8.3",".","",".",".","",".",".",".",".",".","."
"Prof Yr 4","280","3.837","76.4","11.4","9.3",".",".","",".",".","0.4","",".",".","",".",".","2.5",".",".","."
"Professionals","420","3.818","57.6","8.1","7.1",".",".","",".","0.2","0.2","",".","25.0","",".",".","1.7",".",".","."
"Dept. Total","766","3.716","55.1","13.6","12.3","0.8","0.3","",".","0.1","2.1","",".","13.8","",".","0.4","1.0","0.1","0.4","."
