"","990
022","1","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"","990
039","2","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"","990
040","5","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Research","Course Total","28","",".",".",".",".",".",".","",".","25.0","",".",".","",".","75.0","",".",".",".","."
"PL PATH
766","Dept. Total","255","3.512","46.3","20.4","14.1","3.5","2.4","1.2","",".","3.5","",".",".","",".","8.6","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","31","3.516","48.4","19.4","19.4","12.9",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","15","3.422","66.7","13.3","6.7",".","6.7","6.7","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","40","3.418","37.5","30.0","22.5","5.0","5.0",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","82","3.415","42.7","28.0","18.3","3.7","3.7","2.4","",".",".","",".",".","",".","1.2","",".",".",".","."
"Undergraduates","","168","3.433","44.6","25.6","18.5","5.4","3.6","1.8","",".",".","",".",".","",".","0.6","",".",".",".","."
"Special","","2","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Graduate","","85","3.811","49.4","10.6","5.9",".",".",".","",".","9.4","",".",".","",".","24.7","",".",".",".","."
"","Dept. Total","255","3.512","46.3","20.4","14.1","3.5","2.4","1.2","",".","3.5","",".",".","",".","8.6","",".",".",".","."
